"State Name","District Name","Block Name","Panchayat Name","Village Name","Habitation Name","Quality Parameter",Year
"ANDHRA PRADESH",KRISHNA(06),BANTUMILLI(45),RAMAVARAPUMODI(04),"RAMAVARAPUMODI(002 )",PALLIKONDAVARIMODI(0608745002030400),Salinity,1-04-2010
"ANDHRA PRADESH",KRISHNA(06),KRUTHIVENNU(50),INTERU(13),"INTERU(012 )",PARVATHIPURAM(0608850012041300),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),GURAZALA(03),GOTTIMUKKALA(01),"GOTTIMUKKALA(001 )",GOTTIMUKKALA(0710603001010100),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),GURAZALA(03),GANGAVARAM(05),"GANGAVARAM(005 )",LAKSHMIGANGAVARAM(0710603005020500),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),GURAZALA(03),GOGULAPADU(07),"GOGULAPADU(006 )",GOGULAPADU(0710603006010700),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),GURAZALA(03),MADUGULA(14),"MADUGULA(010 )",MADUGULA(0710603010011400),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),GURAZALA(03),MADUGULA(14),"MADUGULA(010 )",RAMAPURAM(0710603010031400),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),DACHEPALLI(04),NADIKUDI(13),"NADIKUDI(009 )",NADIKUDI(0710604009011300),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),DACHEPALLI(04),KESANUPALLI(14),"KESANUPALLI(011 )",KESANAPALLI(0710604011011400),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),DACHEPALLI(04),TAKKELLAPADU(15),"KESANUPALLI(011 )",TAKKELLAPADU(0710604011021500),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),MACHAVARAM(05),MALLAVOLU(12),"MALLAVOLU(007 )",MALLAVOLU(0710605007011200),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),MACHAVARAM(05),MACHAVARAM(13),MACHAVARAM(008),MACHAVARAM(0710605008011300),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),AMARAVATHI(09),PEDAMADDURU(11),"PEDAMADDURU(012 )",PEDAMADDURU(0710309012011100),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),AMARAVATHI(09),ENDROY(14),"ENDROY(014 )",ENDROY(0710309014011400),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),AMARAVATHI(09),ENDROY(14),"ENDROY(014 )",CHAVAPADU(0710309014021400),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),THULLUR(10),MANDADAM(18),"MANDADAM(020 )",MANDADAM(0710210020011800),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),TADIKONDA(13),MOTHADAKA(05),"MOTHADAKA(004 )",MOTHADAKA(0710313004010500),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),PEDAKURAPADU(14),KANNEGANDLA(20),"LAGADAPADU(014 )",KANNEGANDLA(0710514014022000),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),BRUGUBANDA(01),"BRUGUBANDA(001 )",BRUGUBANDA(0710415001010100),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),GOGULAPADU(04),"PAKALAPADU(002 )",GOGOLAPADU(0710415002020400),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),KATTAMURU(06),"KATTAMURU(004 )",KOMPERLAPADU(0710415004020600),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),GORANTLA(07),"GORANTLA(005 )",GORANTLA(0710415005010700),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),PHANIDAM(10),"PHANIDAM(007 )",PHANIDAM(0710415007011000),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),PHANIDAM(10),"PHANIDAM(007 )",RAMACHANDRAPURAM(0710415007031000),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),ABBURU(12),"ABBURU(008 )",ABBURU(0710415008011200),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),BHIMAVARAM(13),"BHIMAVARAM(009 )",BHIMAVARAM(0710415009011300),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),GANDLURU(14),BHIMAVARAM(009),GANDLURU(0710415009021400),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),NANDIGAMA(17),"NANDIGAMA(014 )",RAMAKRISHNAPURAM(0710415014021700),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),PIDUGURALLA(17),KONANKI(06),"KONANKI(004 )",CHANGALAYAPALEMTHANDA(0710617004030600),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),BOLLAPALLI(21),AYYANNAPALEM(01),"AYYANNAPALEM(001 )",AYYANNAPALEM(0710821001010100),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),BOLLAPALLI(21),GUTLAPALLI(13),"GUTLAPALLI(008 )","GANGUPALLI THANDA(0710821008041300)",Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),MUPPALLA(23),RUDRAVARAM(02),"THONDAPI(002 )",RUDRAVARAM(0710423002020200),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),MEDIKONDURU(25),DOKIPARRU(12),"DOKIPARRU(011 )",SANTHIPALEM(0710425011031200),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),"GUNTUR RURAL(26)",ADAVITAKKELLAPADU(07),"PEDAPALAKALURU(002 )",ADAVITAKKELLAPADU(0710126002040700),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),"GUNTUR RURAL(26)",ADAVITAKKELLAPADU(07),"PEDAPALAKALURU(002 )",SUMMERPET(0710126002050700),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),"GUNTUR RURAL(26)",GORANTLA(09),"GORANTLA(005 )",GORANTLA(0710326005010900),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),"GUNTUR RURAL(26)",CHOWDAVARAM(21),"CHOWDAVARAM(013 )",CHOWDAVARAM(0710126013012100),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),"GUNTUR RURAL(26)",CHOWDAVARAM(21),"CHOWDAVARAM(013 )",DASARIPALEM(0710126013022100),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),"GUNTUR RURAL(26)",CHOWDAVARAM(21),"CHOWDAVARAM(013 )",ZOONAMCHUNDURU(0710126013032100),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),"GUNTUR RURAL(26)",CHOWDAVARAM(21),"CHOWDAVARAM(013 )",KOTHURU(0710126013052100),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),VEMURU(31),ABBANAGUDAVALLI(15),"ABBANAGUDAVALLI(012 )",ABBANAGUDAVALLI(0709531012011500),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),VEMURU(31),PENUMARRU(16),"PENUMARRU(013 )",PENUMARRU(0709531013011600),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),VEMURU(31),KODIPARRU(17),"PENUMARRU(013 )",KODIPARRU(0709531013021700),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),TENALI(32),PEDARAVURU(17),"PEDARAVURU(012 )",PEDARAVURU(0709632012011700),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),PRATHIPADU(36),TIKKIREDDYPALEM(03),"YANAMADALA(002 )",BORRAVARIPALEM(0709936002020300),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),PRATHIPADU(36),PRATHIPADU(06),"PRATHIPADU(004 )",EASTPALEM(0709936004040600),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),IPUR(41),BOMMARAJUPALLI(01),"BOMMARAJUPALLI(001 )",BOMMARAJUPALLI(0710841001010100),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),IPUR(41),KONDRAMUTLA(15),"KONDRAMUTLA(012 )",KONDRAMUTLA(0710841012011500),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SAVALYAPURAM(42),VELPUR(04),"VELPUR(003 )",VELAMAVARIPALEM(0710842003030400),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SAVALYAPURAM(42),MUNDRUVARIPALEM(06),"SANAMPUDI(004 )",MUNDRUVARIPALEM(0710842004020600),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),SAVALYAPURAM(42),BONDILIPALEM(07),"SANAMPUDI(004 )",BONDILIPALEM(0710842004030700),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),VINUKONDA(43),KOPPUKONDA(01),"KOPPUKONDA(001 )",GANESHPALEM(0710843001030100),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),VINUKONDA(43),NADIGADDA(02),"KOPPUKONDA(001 )",NADIGADDA(0710843001040200),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),VINUKONDA(43),NEELAGANGAVARAM(03),"NEELAGANGAVARAM(003 )",NEELAGANGAVARAM(0710843003010300),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),VINUKONDA(43),ANDUGULAPADU(04),"ANDUGULAPADU(004 )",ANDUGULAPADU(0710843004010400),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),VINUKONDA(43),ANDUGULAPADU(04),"NAYUNIPALEM(006 )",PARVATHIPURAM(0710843006020400),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),VINUKONDA(43),DONDAPADU(06),"DONDAPADU(008 )",PANAKALAPALEM(0710843008020600),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),VINUKONDA(43),UMMADIVARAM(24),CHOWTAPALEM-U.I(020),CHATTUPALLI(0710843020012400),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),MURTHYUNJAYAPURAM(01),"MURTHYUNJAYAPURAM(002 )","MUNTHNJAYANA PURAM(0710844002010100)",Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),MURTHYUNJAYAPURAM(01),"MURTHYUNJAYAPURAM(002 )","CHENNAREDDY COLONY(0710844002020100)",Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),CHINTALACHERUVU(02),"CHINTALACHERUVU(003 )","LINGAMUKKA PALLI(0710844003020200)",Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),CHINTALACHERUVU(02),"CHINTALACHERUVU(003 )","K.NAGIREDDY PALLI(0710844003040200)",Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),P.CHERUKUMPALEM(05),"INAVOLU(005 )",YOGIREDDYPALEM(0710844005080400),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),PAMIDIPADU(09),"PAMIDIPADU(007 )",PAMIDIPADU(0710844007010900),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),"MUTHARASUPALEM (10)","PAMIDIPADU(007 )","MUTHARASI PALEM(0710844007021000)",Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),MULAKALUR(16),"MULAKALUR(014 )",MULAKALUR(0710844014011600),Salinity,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),PUVVADA(17),"PUVVADA(015 )",PUVVADA(0710844015011700),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),PUVVADA(17),"PUVVADA(015 )",P.KOTHAPALEM(0710844015021700),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),PUVVADA(17),"PUVVADA(015 )",K.KOTHAPALEM(0710844015031700),Fluoride,1-04-2010
"ANDHRA PRADESH",GUNTUR(07),NUZENDLA(44),PUVVADA(17),"PUVVADA(015 )",KONDALARAYUNIPALEM(0710844015041700),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KURICHEDU(04),"WEST NAIDUPALEM(03)","WEST NAIDUPALEM(004 )","WEST NAIDUPALEM(0812104004010300)",Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KURICHEDU(04),AVULAMANDA(04),"AVULAMANDA(005 )",AVULAMANDA(0812104005010400),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KURICHEDU(04),AVULAMANDA(04),"AVULAMANDA(005 )",NANCHARAPURAM(0812104005020400),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KURICHEDU(04),AVULAMANDA(04),"AVULAMANDA(005 )",KOTHURU(0812104005030400),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KURICHEDU(04),AVULAMANDA(04),"MUSTLAGANGAVARAM(006 )",MUSTLAGANGAVARAM(0812104006010400),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KURICHEDU(04),BAYYAVARAM(06),"BAYYAVARAM(008 )",BAYYAVARAM(0812104008010600),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KURICHEDU(04),POTLAPADU(09),"POTLAPADU(013 )",MUNDEDDULAPALEM(0812104013020900),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KURICHEDU(04),PEDDAVARAM(14),"PEDDAVARAM(018 )",PEDDAVARAM(0812104018011400),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),PEDAARAVEEDU(06),RAMAYAPALEM(02),"SANIKAVARAM(001 )",RAMAYAPALEM(0812206001020200),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),PEDAARAVEEDU(06),MADDALAKATTA(03),"SANIKAVARAM(001 )","CHATLAMADA AGRAHARAM(0812206001070300)",Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),MARKAPUR(09),"RAMACHANDRA PURAM(12)","VEMULA KOTA(014 )","RAMACHANDRA PURAM(0812209014041200)",Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),MARKAPUR(09),CHINTAGUNTA(17),"CHINTAGUNTA(018 )","BADKHAN PETA(0812209018031700)",Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),TARLUPADU(10),KALUZUVVALAPADU(07),"LAKSHANAKKAPALLI(026 )",GANDLOPALLI(0812010026020700),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),PODILI(12),KONDAYAPALEM(09),"SALAKANUTHALA(012 )",SALAKANUTHALA(0812012012010900),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),DARSI(13),BANDIVELIGANDLA(11),"BANDIVELIGANDLA(016 )",BANDIVELIGANDLA(0812113016011100),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),DARSI(13),JAMUKULADINNE(22),"JAMUKULADINNE(030 )",JAMUKULADINNE(0812113030012200),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),DARSI(13),JAMUKULADINNE(22),"JAMUKULADINNE(030 )",ROUTHUNAGAR(0812113030022200),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),MUNDLAMUR(14),VEMULA(06),"VEMULA(006 )",KAMMAVARIPALEM(0811314006020600),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),MUNDLAMUR(14),KELLAMPALLI(13),"KELLAMPALLI(017 )",NANDAMURINAGAR(0812114017021300),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),MUNDLAMUR(14),KELLAMPALLI(13),"KELLAMPALLI(017 )",PALAKURALLATHANDA(0812114017031300),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),MUNDLAMUR(14),KELLAMPALLI(13),"KELLAMPALLI(017 )","JAGATH NAGAR(0812114017041300)",Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),MUNDLAMUR(14),KELLAMPALLI(13),"KELLAMPALLI(017 )","SRINIVASA NAGAR(0812114017051300)",Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),MUNDLAMUR(14),NAIDUPALEM(08),"TAMMALURU(009 )",TAMMALURU(0811314009010800),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),ADDANKI(16),NANNURUPADU(23),"NANNURUPADU(017 )",NANNURUPADU(0811416017012300),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),BALLIKURAVA(17),KOPPERAPADU(19),"KOPPERAPADU(013 )",KOPPERAPADU(0811317013011900),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),MARRIPUDI(30),GARLAPETA(17),"GARLAPETA(022 )",NARASAPURAM(0811930022021700),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),BADUGULERU(02),"BADUGULERU(002 )",GAYAMVARIPALLI(0812031002020200),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),BADUGULERU(02),"BADUGULERU(002 )",P.RAMAPURAM(0812031002030200),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),CHALLAGIRIGALA(03),"CHALLAGIRIGALA(003 )",BALAKOTESWARAPURAM(0811831003060300),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),PUNUGODU(06),"PUNUGODU(008 )","YANADI COLONY(0811831008020600)",Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),CHAKIRALA(10),"CHAKIRALA(011 )",THURAKAPALLI(0811831011041000),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),N.GOLLAPALLI(11),"CHAKIRALA(011 )",N.GOLLAPALLI(0811831011051100),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),N.GOLLAPALLI(11),"CHAKIRALA(011 )",SULTANPURAM(0811831011061100),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),BOMMIREDDYPALLI(14),"BOMMIREDDYPALLI(014 )",KOTHAPALLI(0811831014071400),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),GUDIPADU(15),"GUDIPADU(015 )",GUDIPADU(0811831015011500),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),GUDIPADU(15),"GUDIPADU(015 )",GOVINDAVARIPALEM(0811831015021500),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),YERUVARIPALLI(17),"AZEESPURAM(017 )",YERUVARIPALLI(0811831017031700),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),CHINNAIRLAPADU(18),"KODIGUDLAPADU(018 )",KANTAMVARIPALLI(0811831018021800),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),CHINNAIRLAPADU(18),"CHINNAIRLAPADU(019 )",CHINNAIRLAPADU(0811831019011800),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),PALAVARAM(20),"POLAVARAM(021 )",POLAVARAM(0811831021012000),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),PALAVARAM(20),"KALAGATLA(023 )",KALAGATLA(0811831023012000),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),PALAVARAM(20),"RACHAGUNDLAPADU(026 )",RACHAGUNDLAPADU(0811831026012000),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),GOSULAVEEDU(21),"GOSULAVEEDU(024 )",GOSULAVEEDU(0811831024012100),Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),GOSULAVEEDU(21),"GOSULAVEEDU(024 )","MEDAMVARIPALLI UI(0811831024032100)",Fluoride,1-04-2010
"ANDHRA PRADESH",PRAKASAM(08),KANIGIRI(31),TAKKELLAPADU(23),"TAKKELLAPADU(029 )",TAKKELLAPADU(0811831029012300),Fluoride,1-04-2010
