"State Name","District Name","Block Name","Panchayat Name","Village Name","Habitation Name","Quality Parameter",Year
"ANDHRA PRADESH","EAST GODAVARI(04)",RAMACHANDRAPURAM(39),ODURU(05),"ODURU(005 )",JUVVIPADU(0405139005020500),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",ACHANTA(41),KANDARAVALLI(06),"KANDARAVALLI(005 )",KANDARAVALLI(0506141005010600),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",BUTTAIGUDEM(02),BUTTAIGUDEM(10),"BUTTAIGUDEM(025 )",VEERANNAPALEM(0507302025071000),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",CHINTALAPUDI(09),VENKATADRIGUDEM(08),"VENKATDRI GUDEM(017 )",GOLLAGUDEM(0507409017020800),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",J.R.GUDEM(07),A.POLAVARAM(07),"A.POLAVARAM(009 )",CHINNAVARIGUDEM(0507307009020700),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",IRAGAVARAM(31),ARJUNUDUPALEM(10),"IRAGAVARAM(010 )",ARJUNUDUPALEM(0506431010091000),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",ELAMANCHILI(44),ELAMANCHILI(26),"ELAMANCHILI(012 )","KALAVAVODDU KAPULAPALEM(0505944012162600)",Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",ELAMANCHILI(44),CHINCHINADA(29),"CHINCHINADA(013 )",MUDUNURUVARIGARUVU(0505944013032900),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",PENUGONDA(40),SIDHANTAM(03),"SIDHANTAM(003 )",GHATALADIBBA(0506440003030300),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",PENUGONDA(40),MULAPARRU(12),"MULAPARRU(012 )",MADDIGUNTACHERUVU(0506140012051200),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",PENUGONDA(40),CHINAMALLAM(14),"CHINAMALLAM(014 )",TALLAPALEM(0506140014061400),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",PENUMANTRA(39),VELGALAVARIPALEM(05),"PENUMANTRA(005 )",VELAGALAVARIPALEM(0506639005060500),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",PENUMANTRA(39),BATLAMAGATURU(09),"BATLAMAGATURU(008 )",BATLAMAGATURU(0506639008010900),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",PENUMANTRA(39),GARUVUPALEM(18),"PENUMANTRA(005 )",GARUVUPALEM(0506639005021800),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",POLAVARAM(03),CHEGONDAPALLI(05),"CHEGONAPALLI(013 )",CHEGONDAPALLI(0507303013010500),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",PEDAVEGI(21),NADUPALLI(18),"NADUPALLI(016 )",NADUPALLI(0506921016011800),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",TANUKU(28),"YERRAI CHERUVU(09)","VELPURU(010 )","YERRAI CHERUVU(0506528010030900)",Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",PEDAPADU(22),"SAKALA KOTHAPALLI(21)","SAKALA KOTHAPALLI(025 )",KADIMIKUNTA(0506922025022100),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",PODURU(42),GUMMALURU(14),"GUMMALURU(012 )",RAVIGOPPU(0506142012061400),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",K.KOTA(11),ANKALAMPADU(07),"ANKALAMPADU(012 )",ANKALAMPADU(0507411012010700),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",K.KOTA(11),"K.S.RAMA VARAM(08)","K.S.RAMA VARAM(013 )","JANGAM COLONY(0507411013050800)",Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",BHIMAVARAM(36),GUTLAPADU(10),"LOSARI GUTALA PADU(012 )",GUTLAPADU(0506236012021000),Salinity,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",BHIMAVARAM(36),VEMPA(23),"VEMPA(016 )",VEMPA(0505936016012300),Fluoride,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",BHIMAVARAM(36),VEMPA(23),"VEMPA(016 )",HARIJANAVADA(0505936016022300),Fluoride,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",BHIMAVARAM(36),VEMPA(23),"VEMPA(016 )",KOTTAMALAPALLI(0505936016032300),Fluoride,1-04-2009
"ANDHRA PRADESH","WEST GODAVARI(05)",BHIMAVARAM(36),VEMPA(23),"VEMPA(016 )","SETTIBALIJI PETA(0505936016042300)",Fluoride,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PAMIDIMUKKALA(29),GURAZADA(01),"GURAZADA(001 )",GURAZADA(0608429001010100),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PAMIDIMUKKALA(29),GURAZADA(01),"GURAZADA(001 )",GUDEM(0608429001010102),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PAMIDIMUKKALA(29),GURAZADA(01),"GURAZADA(001 )","S.T COLONY(0608429001010103)",Fluoride,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PAMIDIMUKKALA(29),TADANKI(04),"TADANKI(004 )","B.C,S.C&S.T COLONY(0608429004010405)",Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),MACHILIPATNAM(37),TALLAPALEM(03),"THALLAPALEM(003 )","BEACH AREA(0608837003160300)",Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),MACHILIPATNAM(37),MANGINAPUDI(05),"MANGINAPUDI(005 )",MANGINAPUDI(0608937005010500),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),MACHILIPATNAM(37),CHIRIVELLAPALEM(06),"MANGINAPUDI(005 )",MARRIDIBBA(0608937005030600),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),MACHILIPATNAM(37),POTHIREDDIPALEM(12),"POTHEPALLI(012 )",CHEEKATIVANIPALEM(0608937012041200),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),LANKALAKALAVAGUNTA(03),"LANKALAKALAVAGUNTA(003 )",BODAGUNTA(0608844003020300),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),LANKALAKALAVAGUNTA(03),"LANKALAKALAVAGUNTA(003 )",REDDIPALEM(0608844003030300),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),KAMALAPURAM(04),"KAMALAPURAM(004 )",UPPALAKALVAGUNTAPALEM(0608844004030400),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),KOPPALLE(05),"MUTCHILIGUNTA(010 )",MUTCHILIGUNTA(0608844010010500),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),"SERI VARTHELAPALLE(09)","SERI VARTHELAPALLE(009 )","SERI VARTHELAPALLE(0608844009010900)",Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),"SERI VARTHELAPALLE(09)","SERI VARTHELAPALLE(009 )",MULAMARRIGUNTA(0608844009020900),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),GURIVINDAGUNTA(12),"GURIVINDAGUNTA(014 )",GURIVINDAGUNTA(0608844014011200),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),PULLAPADU(15),"DEVARAPALLE(021 )",DEVARAPALLE(0608844021011500),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),NANDAMURU(18),"NANDAMURU(023 )",NANDAMURU(0608844023011800),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),NANDAMURU(18),"NANDAMURU(023 )",TIPPAMEEDA(0608844023021800),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),NANDAMURU(18),"NANDAMURU(023 )",CHINANANDAMURU(0608844023031800),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),NANDAMURU(18),"NANDAMURU(023 )",SATYANARAYANAPURAM(0608844023051800),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),NANDAMURU(18),"NANDAMURU(023 )",CHINAKOTAVARIPALEM(0608844023061800),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),MADAKA(19),"MADAKA(024 )",KUDAPA(0608844024021900),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),MADAKA(19),"MADAKA(024 )",SATYANARAYANAPURAM(0608844024031900),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),PEDANA(44),KONKEPUDI(21),"KONKEPUDI(026 )",KATLAPALLE(0608844026022100),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),BANTUMILLI(45),RAVIGUNTA(03),"PEDATUMIDI(001 )",P.RAVIGUNTA(0608745001100300),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),BANTUMILLI(45),RAMAVARAPUMODI(04),"RAMAVARAPUMODI(002 )",RAMAVARAPUMODI(0608745002010400),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),BANTUMILLI(45),RAMAVARAPUMODI(04),"RAMAVARAPUMODI(002 )",PALLIKONDAVARIMODI(0608745002030400),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),BANTUMILLI(45),AMUDALAPALLE(12),"AMUDALAPALLE(010 )",AMUDALAPALLE(0608845010011200),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),BANTUMILLI(45),AMUDALAPALLE(12),"MADDETIPALLE(007 )",MADDETIPALLE(0608845007011200),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),BANTUMILLI(45),AMUDALAPALLE(12),"MADDETIPALLE(007 )",JAYAPURAM(0608845007021200),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),BANTUMILLI(45),BARRIPADU(20),"BARRIPADU(018 )",BARRIPADU(0608845018012000),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),MUDINEPALLI(46),KORRAGUNTAPALEM(09),"KORRAGUNTAPALEM(009 )",SEETHARAMAPURAM(0608646009030900),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),MUDINEPALLI(46),SINGARAYAPALEM(10),"GOKINAMPADU(010 )",GOKINAMPADU(0608646010011000),Salinity,1-04-2009
"ANDHRA PRADESH",KRISHNA(06),KRUTHIVENNU(50),INTERU(13),"INTERU(012 )",PARVATHIPURAM(0608850012041300),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),GURAZALA(03),GOTTIMUKKALA(01),"GOTTIMUKKALA(001 )",GOTTIMUKKALA(0710603001010100),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),GURAZALA(03),GANGAVARAM(05),"GANGAVARAM(005 )",LAKSHMIGANGAVARAM(0710603005020500),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),GURAZALA(03),GOGULAPADU(07),"GOGULAPADU(006 )",GOGULAPADU(0710603006010700),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),GURAZALA(03),MADUGULA(14),"MADUGULA(010 )",MADUGULA(0710603010011400),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),GURAZALA(03),MADUGULA(14),"MADUGULA(010 )",RAMAPURAM(0710603010031400),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),DACHEPALLI(04),NADIKUDI(13),"NADIKUDI(009 )",NADIKUDI(0710604009011300),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),DACHEPALLI(04),KESANUPALLI(14),"KESANUPALLI(011 )",KESANAPALLI(0710604011011400),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),DACHEPALLI(04),TAKKELLAPADU(15),"KESANUPALLI(011 )",TAKKELLAPADU(0710604011021500),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),MACHAVARAM(05),VEMAVARAM(04),"VEMAVARAM(003 )",VEMAVARAM(0710605003010400),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),MACHAVARAM(05),MALLAVOLU(12),"MALLAVOLU(007 )",MALLAVOLU(0710605007011200),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),MACHAVARAM(05),MACHAVARAM(13),MACHAVARAM(008),MACHAVARAM(0710605008011300),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),AMARAVATHI(09),PEDAMADDURU(11),"PEDAMADDURU(012 )",PEDAMADDURU(0710309012011100),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),AMARAVATHI(09),ENDROY(14),"ENDROY(014 )",ENDROY(0710309014011400),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),AMARAVATHI(09),ENDROY(14),"ENDROY(014 )",CHAVAPADU(0710309014021400),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),THULLUR(10),SAKHAMURU(12),"SAKHAMURU(014 )",SAKHAMURU(0710310014011200),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),THULLUR(10),INAVOLU(13),"INAVOLU(015 )",INAVOLU(0710210015011300),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),THULLUR(10),VELAGAPUDI(14),"VELAGAPUDI(016 )",VELAGAPUDI(0710210016011400),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),THULLUR(10),MALKAPURAM(17),"MALKAPURAM(019 )",MALKAPURAM(0710210019011700),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),THULLUR(10),MANDADAM(18),"MANDADAM(020 )",MANDADAM(0710210020011800),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),THULLUR(10),MANDADAM(18),"MANDADAM(020 )",TALLAYAPALEM(0710210020021800),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),THULLUR(10),VENKATAPALEM(19),"VENKATAPALEM(021 )",VENKATAPALEM(0710210021011900),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),MANGALAGIRI(12),KURAGALLU(01),"KURAGALLU(001 )",KURAGALLU(0710212001010100),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),MANGALAGIRI(12),NEERUKONDA(02),"KURAGALLU(001 )",NEERUKONDA(0710212001020200),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),TADIKONDA(13),MOTHADAKA(05),"MOTHADAKA(004 )",MOTHADAKA(0710313004010500),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),PEDAKURAPADU(14),KANNEGANDLA(20),"LAGADAPADU(014 )",KANNEGANDLA(0710514014022000),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),BRUGUBANDA(01),"BRUGUBANDA(001 )",BRUGUBANDA(0710415001010100),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),GOGULAPADU(04),"PAKALAPADU(002 )",GOGOLAPADU(0710415002020400),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),KATTAMURU(06),"KATTAMURU(004 )",KOMPERLAPADU(0710415004020600),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),GORANTLA(07),"GORANTLA(005 )",GORANTLA(0710415005010700),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),PHANIDAM(10),"PHANIDAM(007 )",PHANIDAM(0710415007011000),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),PHANIDAM(10),"PHANIDAM(007 )",RAMACHANDRAPURAM(0710415007031000),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),ABBURU(12),"ABBURU(008 )",ABBURU(0710415008011200),Salinity,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),BHIMAVARAM(13),"BHIMAVARAM(009 )",BHIMAVARAM(0710415009011300),Fluoride,1-04-2009
"ANDHRA PRADESH",GUNTUR(07),SATTENAPALLI(15),GANDLURU(14),BHIMAVARAM(009),GANDLURU(0710415009021400),Fluoride,1-04-2009
"ANDHRA PRADESH",ADILABAD(19),"NEREDIGONDA (12)",TEJAPUR(06),"CHINCHOLI(017 )",CHINCHOLI(1924112017010600),Fluoride,1-04-2009
"ANDHRA PRADESH",ADILABAD(19),"KADDAM  (25)",PEDDUR(08),"PEDDUR(013 )",PEDDUR(1924325013010800),Fluoride,1-04-2009
"ANDHRA PRADESH",ADILABAD(19),"KADDAM  (25)",BUTTAPUR(10),"CHENNUR(037 )",CHENNUR(1924325037011000),Fluoride,1-04-2009
"ANDHRA PRADESH",ADILABAD(19),"JANNARAM   (30)",INDHANPALLY(01),"INDHANPALLY(001 )",INDHANPALLY(1924330001010100),Fluoride,1-04-2009
"ANDHRA PRADESH",ADILABAD(19),"JANNARAM   (30)",MURRIMADUGU(06),"MURRIMADUGU(006 )",KOMMUGUDEM(1924330006030600),Fluoride,1-04-2009
"ANDHRA PRADESH",ADILABAD(19),"JANNARAM   (30)",MALLIAL(10),"DONGAPALLY(013 )",DONGAPALLY(1924530013011000),Fluoride,1-04-2009
"ANDHRA PRADESH",ADILABAD(19),"JANNARAM   (30)",SINGARAIPET(17),"SINGARAIPET(024 )",SINGARAIPET(1924530024011700),Fluoride,1-04-2009
"ANDHRA PRADESH",ADILABAD(19),"DANDEPALLY   (31)",MAMIDIPALLE(04),"MAMIDIPALLE(006 )",KUNCHERBAI(1924531006060400),Fluoride,1-04-2009
"ANDHRA PRADESH",ADILABAD(19),"VEMANPALLY   (49)",LINGALA(02),"NAGEPALLY(004 )",NAGEPALLY(1924749004010200),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMAPURI   (05)",DONTHAPOOR(02),"DONTHAPOOR(002 )",MAGGADI(2025705002020200),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMAPURI   (05)",GADEPALLY(04),"THEEGALA DHARMARAM(003 )",SIRPUR(2025705003040400),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMAPURI   (05)",JAINA(05),"JAINA(004 )",NAYAKAPUGUDAM(2025705004030500),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMAPURI   (05)",JAINA(05),"JAINA(004 )",KOSUNOORPALLI(2025705004040500),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMAPURI   (05)",JAINA(05),"JAINA(004 )",MALLAKAPALLY(2025705004060500),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMAPURI   (05)",NAGARAM(15),"NAGARAM(012 )",NAGARAM(2025705012011500),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMAPURI   (05)",SANDAIAHPALLY(19),"BUGGARAM(015 )",SANDAIAHPALLY(2025705015021900),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMAPURI   (05)",PASIGAM(24),"STHAMBAMPALLY(020 )",PASIGAM(2025705020032400),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMAPURI   (05)",SIRIKONDA(27),SIRIKONDA(022),SIRIKONDA(2025505022012700),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"RAMAGUNDAM  (07)",KOTHAPALLI(18),"ESALA TAKKALAPALI(029 )",KOTHAPALLI(2025007029021800),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"SRIRAMPOOR (15)",MALLIAL(15),"MALLIAL(015 )",JAGGAIAHPALLI(2024915015021500),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMARAM (18)",BOMMAREDDIPALLI(01),"BOMMAREDDIPALLI(001 )",BOMMAREDDIPALLI(2025018001010100),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"DHARMARAM (18)",CHAMANPALLY(20),"CHAMANPALLY(014 )",CHAMANPALLY(2025018014012000),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"GOLLAPALLY (19)",GANGAPUR(01),"GANGAPUR(001 )",GANGAPUR(2025619001010100),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"GOLLAPALLY (19)",GOVINDPALLY(11),"CHILVAKODUR(010 )",GOVINDPALLY(2025519010021100),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"GOLLAPALLY (19)",RAGHAVAPATNAM(20),"RAGHAVAPATNAM(017 )",GANGADAVANIPALLY(2025519017022000),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",THIRUMALAPUR(02),"THIRUMALAPUR(005 )",THIRUMALAPUR(2025626005010200),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",THIRUMALAPUR(02),"THIRUMALAPUR(005 )",SANDRALAPALLY(2025626005020200),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",DABBUTHIMMAIPALLY(05),"RAMSAGAR(006 )",DABBUTHIMMAIPALLY(2025626006030500),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",NACHUPALLY(06),"NACHUPALLY(007 )",NACHUPALLY(2025626007010600),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",NACHUPALLY(06),"NACHUPALLY(007 )",RAMARAOPET(2025626007020600),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",NACHUPALLY(06),"NACHUPALLY(007 )",NAVABPET(2025626007030600),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",PUDUR(07),"PUDUR(008 )",PUDUR(2025626008010700),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",PUDUR(07),"PUDUR(008 )",AREPALLY(2025626008020700),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",PUDUR(07),"PUDUR(008 )",APPARAOPET(2025626008030700),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",GOURAPUR(08),"GOURAPUR(009 )",GOURAPUR(2025626009010800),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",NAMILAKONDA(10),"NAMILAKONDA(010 )",NAMILAKONDA(2025626010011000),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",SRIRAMULAPALLY(11),"NAMILAKONDA(010 )",SRIRAMULAPALLY(2025626010021100),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",CHEPYAL(12),"CHEPYAL(011 )",CHEPYAL(2025626011011200),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",KODIMIAL(13),"KODIMIAL(012 )",KODIMIAL(2025626012011300),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",KODIMIAL(13),"KONDAPUR(013 )",KONDAPUR(2025626013011300),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",RAMAKISTAPUR(14),"KODIMIAL(012 )",RAMAKISTAPUR(2025626012021400),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"KODIMIAL    (26)",NALLAGONDA(15),"NALLAGONDA(014 )",KURMAPALLY(2025926014021500),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"JAMMIKUNTA  (33)",JAGGAIAHPALLY(16),"JAMMIKUNTA(010 )",JAGGAIAHPALLY(2025233010061600),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"JAMMIKUNTA  (33)",PATHARLAPALLY(28),"PATHARLAPALLY(016 )",PATHARLAPALLY(2025233016012800),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"JAMMIKUNTA  (33)",MALLIAL(29),"MALLIAL(017 )",MALLIAL(2025233017012900),Fluoride,1-04-2009
"ANDHRA PRADESH",KARIMNAGAR(20),"JAMMIKUNTA  (33)",KANAGARTHY(31),"KANAGARTHY(018 )",KANAGARTHY(2025233018013100),Fluoride,1-04-2009
