state_name,district_name,block_name,panchayat_name,village_name,habitation_name,habitation_id,scheme_id,schemes_sources_id,source_type,sourcetype_category,location,scheme_name,sanction_year,estimated_cost,expenditure,dateof_commencement,dateof_completion,update_date
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Malladi,Malladi,0000015343,0008205134,120136081,River,"Surface Water",MALLADI,"Providing FHTCs in Malladi Habitation by utilizing existing infrastructure and Retrofitting Augmentation in Amaravathi Mandal of Guntur District (89010701200158)",2020-2021,35.40000,0.00000,"01 Feb 2021","03 May 2023",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Didugu,Didugu,Didugu,0000015344,0002360311,120239244,"Deep Tubewell","Ground Water","HEAD WORKS","PWS SCHEME TO DIDUGU",1981-1982,8.00000,8.00000,"09 Aug 1981","09 Aug 1983",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Endroy,Endroy,Chavapadu,0000015354,0008199386,120239245,"Deep Tubewell","Ground Water",CHAVAPADU,"Providing FHTCs in Chavapadu Habitation by utilizing existing infrastructure and Retrofitting Augmentation in Amaravathi Mandal of Guntur District (89020701200215).",2020-2021,14.80000,0.00000,"01 Jan 2021","03 May 2023",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Munagodu,Munagodu,Munagodu,0000015337,0002292452,1895424,"Deep Tubewell","Ground Water","Bus Stop",HANDPUMP,1999-2000,0.29000,0.29000,"21 Oct 1999","21 Oct 1999",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Didugu,Didugu,Didugu,0000015344,0002292560,1895545,"Deep Tubewell","Ground Water","Ele School",HANDPUMP,1999-2000,0.34000,0.34000,"29 Nov 1999","29 Nov 1999",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Pondugala,Pondugala,0001686468,0002292519,1895505,"Deep Tubewell","Ground Water",NA,HANDPUMP,1999-2000,0.20000,0.20000,"31 Mar 2000","31 Mar 2000",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Pondugala,Pondugala,0001686468,0002292518,1895501,"Deep Tubewell","Ground Water","Padamet street",HANDPUMP,2000-2001,0.30000,0.30000,"31 Mar 2001","31 Mar 2001",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0002292506,1895490,"Deep Tubewell","Ground Water","Ele School",HANDPUMP,1985-1986,0.10000,0.10000,"31 Mar 1986","31 Mar 1986",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0002292505,1895489,"Deep Tubewell","Ground Water","Venkateswarlu House",HANDPUMP,1985-1986,0.10000,0.10000,"31 Mar 1986","31 Mar 1986",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Malladi,Malladi,0000015343,0004969521,4895356,"Deep Tubewell","Ground Water",NA,"PROVIDING DRINKING WATER FACILITIES TO MPPS (SPL) IN MALLADI (V) OF AMARAVATHI (M)",2011-2012,0.25000,0.22500,"12 Jan 2012","31 Mar 2013",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Endroy,Endroy,Endroy,0000015353,0008205166,5055718,"Deep Tubewell","Ground Water",NA,"Providing FHTCs in Endroy Habitation by utilizing existing infrastructure and Retrofitting Augmentation in Amaravathi Mandal of Guntur District. (89010701200246)",2020-2021,22.73000,0.00000,"01 Feb 2021","03 May 2023",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Muthyapalem,Dharanikota,Muthayapalem,0000015347,0008205149,5055794,"Deep Tubewell","Ground Water",NA,"Providing FHTCs in Muthayapalem Habitation by utilizing existing infrastructure and Retrofitting Augmentation in Amaravathi Mandal of Guntur District (89010701200193)",2020-2021,18.00000,0.00000,"01 Feb 2021","03 May 2023",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Vykuntapuram,Vykuntapuram,Vykuntapuram,0000015349,0006162412,120012370,"Deep Tubewell","Ground Water",NA,"AUGMENTATION OF SVS TO VYKUNTAPURAM VILLAGE OF AMARAVATHI MANDAL",2012-2013,25.00000,22.14140,"25 Nov 2013","28 Feb 2019",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Dharanikota,Dharanikota,Dharanikota,0000015346,0005140998,120022099,"Deep Tubewell","Ground Water",DHARANIKOTA,"PWS SCHEME TO DHARANIKOTA",1986-1987,12.00000,10.80000,"09 Feb 1986","09 Feb 1987",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Enikapadu,Narukullapadu,Enikapadu,0001670960,0002360315,120042038,Canal,"Surface Water",ENIKAPADU,PWSS,1990-1991,11.50000,11.50000,"12 Jun 1990","12 Jun 1992",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Endroy,Endroy,Chavapadu,0000015354,0006468607,120055266,"Deep Tubewell","Ground Water",CHAVAPADU(0710309014021400),"AUGMENTATION OF PWS SCHEME TO CHAVAPADU (V) OF AMARAVATHI (M)",2012-2013,5.50000,4.80529,"21 Jan 2013","31 Jul 2013",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Amaravathi,Amaravathi,Amaravathi,0000015348,0002292611,1892886,"Deep Tubewell","Ground Water",MASEED,HANDPUMP,1995-1996,0.20000,0.20000,"31 Mar 1996","31 Mar 1996",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Muthyapalem,Dharanikota,Muthayapalem,0000015347,0002292596,1892884,"Deep Tubewell","Ground Water",Ramalayam,HANDPUMP,1984-1985,0.20000,0.20000,"19 Jul 1984","19 Jul 1984",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Muthyapalem,Dharanikota,Muthayapalem,0000015347,0002292595,1892883,"Deep Tubewell","Ground Water","Bus Stop",HANDPUMP,1985-1986,0.21000,0.21000,"04 Sep 1985","04 Sep 1985",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Muthyapalem,Dharanikota,Muthayapalem,0000015347,0002292598,1892881,"Deep Tubewell","Ground Water","Ele School",HANDPUMP,1985-1986,0.21000,0.21000,"20 Dec 1985","20 Dec 1985",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Dharanikota,Dharanikota,Dharanikota,0000015346,0002292576,1892873,"Deep Tubewell","Ground Water","NEAR K.VIJAYARAO HOUSE",HANDPUMP,1986-1987,0.10000,0.10000,"31 Mar 1987","31 Mar 1987",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Dharanikota,Dharanikota,Dharanikota,0000015346,0002292589,1892868,"Deep Tubewell","Ground Water",Amaraiah,HANDPUMP,1982-1983,0.10000,0.10000,"31 Mar 1983","31 Mar 1983",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Lingapuram,Lingapuram,Lingapuram,0000015345,0002292566,1895560,"Deep Tubewell","Ground Water",NA,HANDPUMP,1983-1984,0.10000,0.10000,"31 Mar 1984","31 Mar 1984",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Lingapuram,Lingapuram,Lingapuram,0000015345,0002292569,1895552,"Deep Tubewell","Ground Water",musleems,HANDPUMP,1988-1989,0.10000,0.10000,"31 Mar 1989","31 Mar 1989",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Pondugala,Pondugala,0001686468,0002292514,1895502,"Deep Tubewell","Ground Water",Temple,HANDPUMP,1983-1984,0.10000,0.10000,"31 Mar 1984","31 Mar 1984",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0002292498,1895481,"Deep Tubewell","Ground Water","Sk Mabhu House",HANDPUMP,1999-2000,0.20000,0.20000,"31 Mar 2000","31 Mar 2000",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Endroy,Endroy,Chavapadu,0000015354,0002292689,1892972,"Deep Tubewell","Ground Water","Sambaiah House",HANDPUMP,1992-1993,0.20000,0.20000,"31 Mar 1993","31 Mar 1993",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Endroy,Endroy,Chavapadu,0000015354,0002292681,1892968,"Deep Tubewell","Ground Water","BURRIAL GROUND",HANDPUMP,2000-2001,0.30000,0.30000,"31 Mar 2001","31 Mar 2001",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Endroy,Endroy,Endroy,0000015353,0002292667,1892966,"Deep Tubewell","Ground Water",NA,HANDPUMP,1998-1999,0.20000,0.20000,"31 Mar 1999","31 Mar 1999",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Endroy,Endroy,Endroy,0000015353,0002292669,1892958,"Deep Tubewell","Ground Water",NA,HANDPUMP,1985-1986,0.10000,0.10000,"31 Mar 1986","31 Mar 1986",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Pedamadduru,Pedamadduru,Pedamadduru,0000015350,0002292660,1892948,"Deep Tubewell","Ground Water","Jayrao House",HANDPUMP,1983-1984,0.10000,0.10000,"31 Mar 1984","31 Mar 1984",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Pedamadduru,Pedamadduru,Pedamadduru,0000015350,0002292657,1892943,"Deep Tubewell","Ground Water","Srinivalulu House",HANDPUMP,1983-1984,0.10000,0.10000,"31 Mar 1984","31 Mar 1984",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Vykuntapuram,Vykuntapuram,Vykuntapuram,0000015349,0002292646,1892935,"Deep Tubewell","Ground Water","R C M Ele School",HANDPUMP,1982-1983,0.10000,0.10000,"31 Mar 1983","31 Mar 1983",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Vykuntapuram,Vykuntapuram,Vykuntapuram,0000015349,0002292650,1892932,"Deep Tubewell","Ground Water","NEAR KUMBA MALLESWARI HO",HANDPUMP,1994-1995,0.20000,0.20000,"31 Mar 1995","31 Mar 1995",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Amaravathi,Amaravathi,Amaravathi,0000015348,0002292625,1892910,"Deep Tubewell","Ground Water",Raju,HANDPUMP,1983-1984,0.10000,0.10000,"31 Mar 1984","31 Mar 1984",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Amaravathi,Amaravathi,Amaravathi,0000015348,0002292615,1892905,"Deep Tubewell","Ground Water","Barrela Ground",HANDPUMP,1983-1984,0.10000,0.10000,"31 Mar 1984","31 Mar 1984",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Amaravathi,Amaravathi,Amaravathi,0000015348,0002292605,1892902,"Deep Tubewell","Ground Water","Prakash Rao",HANDPUMP,1987-1988,0.25000,0.25000,"04 Sep 1987","04 Sep 1987",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Mandepudi,Nemalikallu,Mandepudi,0001670890,0002019170,1797835,Canal,"Surface Water",NA,"PROVIDING DW FACILITIES TO SC LOCALITIES IN MANDEPUDI V IN AMARAVATHI",2006-2007,11.56000,7.73000,"02 Sep 2009","30 Aug 2009",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Lemalle,Karlapudi,Lemalle,0001670921,0002360274,2143472,"Deep Tubewell","Ground Water","IN SC COLONY","PWSSCHEME TO LEMALLE",1986-1987,12.50000,12.50000,"14 Sep 1986","14 Sep 1992",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0002360309,2144345,River,"Surface Water",PODUGALA,"CPWS S TO JUPUDI AND 4 OTHER HABS",2000-2001,150.00000,150.00000,"08 Aug 2000","31 Mar 2012",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Pedamadduru,Pedamadduru,Pedamadduru,0000015350,0002668096,2463787,"Deep Tubewell","Ground Water",NA,"Providing Single Village Scheme TO PEDA MADDURU",2010-2011,4.00000,0.00000,"01 Sep 2010","31 Mar 2011",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Pedamadduru,Pedamadduru,Pedamadduru,0000015350,0004108131,3989474,"Deep Tubewell","Ground Water",NA,"New  SVS  Pedamadduru IN AMARAVATHI (M)",2010-2011,4.00000,2.25824,"01 Apr 2011","31 Aug 2012",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Unguturu,Unguturu,Unguturu,0000015357,0002292739,1893026,"Deep Tubewell","Ground Water","Venkatrarao House",HANDPUMP,2001-2002,0.35000,0.35000,"18 May 2001","18 May 2001",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Unguturu,Unguturu,Unguturu,0000015357,0002292740,1893020,"Deep Tubewell","Ground Water","BURRIAL GROUND",HANDPUMP,2004-2005,0.30000,0.30000,"27 Aug 2004","27 Aug 2004",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Lemalle,Karlapudi,Lemalle,0001670921,0002292716,1893009,"Deep Tubewell","Ground Water",NA,HANDPUMP,1993-1994,0.20000,0.20000,"31 Mar 1994","31 Mar 1994",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Attaluru,Attaluru,Attaluru,0000015340,0002292476,1895449,"Deep Tubewell","Ground Water","YALAMANDA HOUSE",HANDPUMP,1992-1993,0.30000,0.30000,"30 Dec 1992","30 Dec 1992",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Attaluru,Attaluru,Attaluru,0000015340,0002292477,1895446,"Deep Tubewell","Ground Water","ANANDA RAO HOUSE",HANDPUMP,1988-1989,0.25000,0.25000,"16 Aug 1988","16 Aug 1988",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Didugu,Didugu,Didugu,0000015344,0002292555,1895540,"Deep Tubewell","Ground Water","NEW ST COLONY",HANDPUMP,1985-1986,0.10000,0.10000,"31 Mar 1986","31 Mar 1986",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Malladi,Malladi,0000015343,0002292539,1895512,"Deep Tubewell","Ground Water","S P Venkaiah House",HANDPUMP,1995-1996,0.20000,0.20000,"31 Mar 1996","31 Mar 1996",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Nemalikallu,Nemalikallu,Nemalikallu,0000015358,0005050982,4978009,Canal,"Surface Water",NA,"PROVIDING DW FACILITIES TO SC LOCALITY IN NEMALIKALLU VILLAGE OF AMARAVATHI MANDAL",2006-2007,6.06000,5.45400,"02 Apr 2012","31 Mar 2013",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Munagodu,Munagodu,Munagodu,0000015337,0008207789,5056512,"Deep Tubewell","Ground Water",NA,"Providing FHTCs in Munagodu Village by utilizing existing infrastructure and Retrofitting Augmentation in Amaravathi Mandal of Guntur District (89010701200019)",2020-2021,68.18000,0.00000,"01 Mar 2021","03 May 2023",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Munagodu,Munagodu,Munagodu,0000015337,0005388334,5316839,River,"Surface Water","NEAR PUTTIPADU AGRAHARAM","AUGMENTATION OF SVS TO MUNAGODU (V) OF AMARAVATHI (M) (CRITICAL GAPS)",2011-2012,7.00000,4.94804,"18 Aug 2012","28 Feb 2013",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Amaravathi,Amaravathi,Amaravathi,0000015348,0002360313,120026036,River,"Surface Water",AMARAVATHI,"PWS S TO AMARAVATHI",1968-1969,35.00000,35.00000,"05 Nov 1968","05 Nov 1971",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0002360309,120035908,River,"Surface Water",JUPUDI,"CPWS S TO JUPUDI AND 4 OTHER HABS",2000-2001,150.00000,150.00000,"08 Aug 2000","31 Mar 2012",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0002360309,120045424,River,"Surface Water",JUPUDI,"CPWS S TO JUPUDI AND 4 OTHER HABS",2000-2001,150.00000,150.00000,"08 Aug 2000","31 Mar 2012",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Dharanikota,Dharanikota,Dharanikota,0000015346,0005140998,120046518,"Deep Tubewell","Ground Water",DHARANIKOTA,"PWS SCHEME TO DHARANIKOTA",1986-1987,12.00000,10.80000,"09 Feb 1986","09 Feb 1987",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Lingapuram,Lingapuram,Lingapuram,0000015345,0006468179,120055461,"Deep Tubewell","Ground Water",LINGAPURAM(0710509008010600),"PROVIDING DWF TO MPUPS LINGAPURAM (V) OF AMARAVATHI (M)",2010-2011,0.45000,0.30342,"10 Nov 2013","05 Dec 2013",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Nemalikallu,Nemalikallu,Nemalikallu,0000015358,0006468490,120055702,"Deep Tubewell","Ground Water",NEMALIKALLU(0710309017011800),"PROVIDING DRINKING WATER FACILITIES TO MPPS (SPL) NEMALIKALLU (V) OF AMARAVATHI (M)",2011-2012,0.25000,0.24579,"07 Nov 2013","30 Nov 2013",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Attaluru,Attaluru,"Nuthalapativari Palem",0000015339,0006468692,120055853,"Deep Tubewell","Ground Water","NUTHALAPATIVARI PALEM(0710509003020200)","PROVIDING DRINKING WATER FACILITIES TO MPPS NUTHALAPATIVARI PALEM (V) OF AMARAVATHI (M)",2011-2012,0.25000,0.24948,"11 Nov 2013","05 Dec 2013",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0006468701,120055859,"Deep Tubewell","Ground Water",JUPUDI(0710509004010300),"PROVIDING DRINKING WATER FACILITIES TO MPPS JUPUDI (V) OF AMARAVATHI (M)",2011-2012,0.25000,0.24997,"25 Nov 2013","31 Dec 2014",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Malladi,Malladi,0000015343,0006916629,120059959,River,"Surface Water","NEAR IDC WELL","PROVIDING DRINKING WATER FACILITIES TO MPES MALLADI (V) OF AMARAVATHI (M)",2012-2013,0.80000,0.65081,"20 Nov 2013","31 Mar 2014",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Endroy,Endroy,Endroy,0000015353,0006962773,120063137,"Deep Tubewell","Ground Water",ENDROY(0710309014011400),"PROVIDING DWF TO MPPS (NEW) ENDROY (V) OF AMARAVATHI (M)",2012-2013,0.45000,0.34548,"25 Nov 2012","30 Jun 2015",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Dharanikota,Dharanikota,Dharanikota,0000015346,0007209101,120135457,"Deep Tubewell","Ground Water","Venkateswara reddy House",HANDPUMP,1999-2000,0.40000,0.40000,"24 Jan 2000","24 Jan 2001",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Pedamadduru,Pedamadduru,Pedamadduru,0000015350,0007209285,120135473,"Deep Tubewell","Ground Water","NEAR OHSR","PWSSCHEME TO PEDAMADDURU",1987-1988,11.00000,11.00000,"14 Apr 1992","14 Apr 1993",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Endroy,Endroy,Chavapadu,0000015354,0007209297,120135477,"Deep Tubewell","Ground Water",CHAVAPADU,"PWS SCHEME TO CHAVAPADU",2001-2002,16.00000,16.00000,"09 Apr 2002","09 Apr 2003",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Karlapudi,Karlapudi,Karlapudi,0000015355,0007209288,120135480,"Deep Tubewell","Ground Water","GL BRACE","PWSSCHEME TO KARLAPUDI",1987-1988,16.00000,16.00000,"05 Aug 1992","05 Aug 1993",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Lemalle,Karlapudi,Lemalle,0001670921,0007209289,120135485,"Deep Tubewell","Ground Water","SC COLONY","PWSSCHEME TO LEMALLE",1986-1987,12.50000,12.50000,"14 Sep 1992","14 Sep 1993",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Malladi,Malladi,0000015343,0007209295,120136081,River,"Surface Water",MALLADI,"PWS SCHEME TO MALLADI",1985-1986,12.50000,12.50000,"06 May 1987","06 May 1988",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Didugu,Didugu,Didugu,0000015344,0007210799,120136086,Canal,"Surface Water",MPUPS,"AUGMENTATION OF PWSSCHEME TO DIDUGU(V) IN AMARAVAT",2008-2009,16.40000,16.40000,"30 Jan 2009","30 Jan 2010",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Nemalikallu,Nemalikallu,Nemalikallu,0000015358,0007478633,120228384,"Deep Tubewell","Ground Water",NEMALIKALLU(0710309017011800),"EXTENSION OF PIPE LINE IN NEMALIKALLU VILLAGE OF AMARAVATHI MANDAL.",2007-2008,1.74000,1.56600,"07 Feb 2007","05 May 2007",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Amaravathi,Amaravathi,Amaravathi,0000015348,0008282780,120253124,"Deep Tubewell","Ground Water","New source 22052021","hand pump",2017-2018,0.05000,0.04800,"01 Jun 2017","02 Jun 2017",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Amaravathi,Amaravathi,Amaravathi,0000015348,0002292600,1892890,"Deep Tubewell","Ground Water",Satyam,HANDPUMP,1995-1996,0.20000,0.20000,"31 Mar 1996","31 Mar 1996",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Amaravathi,Amaravathi,Amaravathi,0000015348,0002292613,1892889,"Deep Tubewell","Ground Water",Yellamanda,HANDPUMP,1984-1985,0.10000,0.10000,"31 Mar 1985","31 Mar 1985",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Dharanikota,Dharanikota,Dharanikota,0000015346,0002292577,1892878,"Deep Tubewell","Ground Water","VASANTHA SAMBASIVA RAO",HANDPUMP,2000-2001,0.38000,0.38000,"28 Dec 2000","28 Dec 2000",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Dharanikota,Dharanikota,Dharanikota,0000015346,0002292580,1892860,"Deep Tubewell","Ground Water",Laxmipathi,HANDPUMP,1998-1999,0.20000,0.20000,"31 Mar 1999","31 Mar 1999",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Malladi,Malladi,0000015343,0002292548,1895531,"Deep Tubewell","Ground Water","Ramaiah Satram",HANDPUMP,1999-2000,0.36000,0.36000,"30 Nov 1999","30 Nov 1999",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Malladi,Malladi,0000015343,0002292528,1895509,"Deep Tubewell","Ground Water","B H Rao House",HANDPUMP,1994-1995,0.20000,0.20000,"31 Mar 1995","31 Mar 1995",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Malladi,Pondugala,Pondugala,0001686468,0002292516,1895504,"Deep Tubewell","Ground Water","Bus Stop",HANDPUMP,1987-1988,0.10000,0.10000,"31 Mar 1988","31 Mar 1988",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0002292507,1895491,"Deep Tubewell","Ground Water","venkateswarlu Chowdari Ho",HANDPUMP,1985-1986,0.10000,0.10000,"31 Mar 1986","31 Mar 1986",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0002292492,1895482,"Deep Tubewell","Ground Water","Ramaiah House",HANDPUMP,1999-2000,0.37000,0.37000,"16 Nov 1999","16 Nov 1999",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0002292493,1895480,"Deep Tubewell","Ground Water","JETTI ERRA ADHAM",HANDPUMP,1996-1997,0.30000,0.30000,"25 Feb 1997","25 Feb 1997",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Jupudi,Jupudi,Jupudi,0000015341,0002292490,1895477,"Deep Tubewell","Ground Water","GP OFFICE",HANDPUMP,1998-1999,0.32000,0.32000,"15 Mar 1999","15 Mar 1999",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Attaluru,Attaluru,Attaluru,0000015340,0002292467,1895469,"Deep Tubewell","Ground Water","CHILAKURI RAMAKRISHNIAH",HANDPUMP,2002-2003,0.40000,0.40000,"25 Nov 2002","25 Nov 2002",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Attaluru,Attaluru,Attaluru,0000015340,0002292466,1895468,"Deep Tubewell","Ground Water","ELE SCHOOL",HANDPUMP,2001-2002,0.39000,0.39000,"19 Mar 2002","19 Mar 2002",2024-06-07
"Andhra Pradesh",Guntur,Amaravathi,Endroy,Endroy,Chavapadu,0000015354,0002292693,1892969,"Deep Tubewell","Ground Water","Ananda Rao House",HANDPUMP,1984-1985,0.10000,0.10000,"31 Mar 1985","31 Mar 1985",2024-06-07
