Karnataka,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",0
Karnataka,"3.3 - Kidnapping for Ransom Section 364A",8
Karnataka,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",210
Karnataka,"3.5 - Kidnapping & Abduction of Women-Other",470
Karnataka,"4 - Dowry Deaths (Section 304-B IPC)",313
Karnataka,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",5263
Karnataka,"5.1 - Sexual Harassment",253
Karnataka,"5.2 - Assault on women with intent to Disrobe",163
Karnataka,"5.3 - Voyeurism",8
Karnataka,"5.4 - Stalking",64
Karnataka,"5.5 - Others",4775
Karnataka,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",170
Karnataka,"6.1 - At Office premises",3
Karnataka,"6.2 - Other places related to work",9
Karnataka,"6.3 - In Public Transport system",1
Karnataka,"6.4 - in Other Places",157
Karnataka,"7 - Cruelty by Husband or his Relatives (Section 498A)",3025
Karnataka,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Karnataka,"9 - Abetment of Suicides of Women u/s 306 IPC",222
Karnataka,"10 - Dowry Prohibition Act, 1961",1730
Karnataka,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0
Karnataka,"12 - Commission of Sati Prevention Act 1987",0
Karnataka,"13 - Protection of Women from Domestic Violence Act, 2005",0
Karnataka,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",388
Karnataka,"14.1 - Under ITP Section 5",104
Karnataka,"14.2 - Under ITP Section 6",4
Karnataka,"14.3 - Under ITP Section 7",39
Karnataka,"14.4 - Under ITP Section 8",21
Karnataka,"14.5 - Other Sections under ITP Act",220
Karnataka,"15 - Total Crimes against Women",13914
Kerala,"1 - Rape (Section 376 IPC)",1347
Kerala,"1.1 - Custodial Rape",0
Kerala,"1.1.1 - Custodial_Gang Rape",0
Kerala,"1.1.2 - Custodial_Other Rape",0
Kerala,"1.2 - Rape other than Custodial",1347
Kerala,"1.2.1 - Rape_Gang Rape",8
Kerala,"1.2.2 - Rape_Others",1339
Kerala,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",36
Kerala,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",143
Kerala,"3.1 - Kidnaping & Abduction Section 363 IPC",24
Kerala,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",0
Kerala,"3.3 - Kidnapping for Ransom Section 364A",0
Kerala,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",89
Kerala,"3.5 - Kidnapping & Abduction of Women-Other",30
Kerala,"4 - Dowry Deaths (Section 304-B IPC)",28
Kerala,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",4367
Kerala,"5.1 - Sexual Harassment",980
Kerala,"5.2 - Assault on women with intent to Disrobe",398
Kerala,"5.3 - Voyeurism",18
Kerala,"5.4 - Stalking",37
Kerala,"5.5 - Others",2934
Kerala,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",257
Kerala,"6.1 - At Office premises",6
Kerala,"6.2 - Other places related to work",3
Kerala,"6.3 - In Public Transport system",11
Kerala,"6.4 - in Other Places",237
Kerala,"7 - Cruelty by Husband or his Relatives (Section 498A)",4919
Kerala,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Kerala,"9 - Abetment of Suicides of Women u/s 306 IPC",38
Kerala,"10 - Dowry Prohibition Act, 1961",3
Kerala,"11 - Indecent Representation of Women (Prohibition) Act, 1986",11
Kerala,"12 - Commission of Sati Prevention Act 1987",0
Kerala,"13 - Protection of Women from Domestic Violence Act, 2005",140
Kerala,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",91
Kerala,"14.1 - Under ITP Section 5",4
Kerala,"14.2 - Under ITP Section 6",0
Kerala,"14.3 - Under ITP Section 7",28
Kerala,"14.4 - Under ITP Section 8",48
Kerala,"14.5 - Other Sections under ITP Act",11
Kerala,"15 - Total Crimes against Women",11380
"Madhya Pradesh","1 - Rape (Section 376 IPC)",5076
"Madhya Pradesh","1.1 - Custodial Rape",0
"Madhya Pradesh","1.1.1 - Custodial_Gang Rape",0
"Madhya Pradesh","1.1.2 - Custodial_Other Rape",0
"Madhya Pradesh","1.2 - Rape other than Custodial",5076
"Madhya Pradesh","1.2.1 - Rape_Gang Rape",284
"Madhya Pradesh","1.2.2 - Rape_Others",4792
"Madhya Pradesh","2 - Attempt to commit Rape (Section 376 & 511 IPC)",56
"Madhya Pradesh","3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",5688
"Madhya Pradesh","3.1 - Kidnaping & Abduction Section 363 IPC",2233
"Madhya Pradesh","3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",9
"Madhya Pradesh","3.3 - Kidnapping for Ransom Section 364A",2
"Madhya Pradesh","3.4 - Kidnapping & Abduction of Women to compel her for marriage",2364
"Madhya Pradesh","3.5 - Kidnapping & Abduction of Women-Other",1080
"Madhya Pradesh","4 - Dowry Deaths (Section 304-B IPC)",733
"Madhya Pradesh","5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",9609
"Madhya Pradesh","5.1 - Sexual Harassment",3163
"Madhya Pradesh","5.2 - Assault on women with intent to Disrobe",132
"Madhya Pradesh","5.3 - Voyeurism",86
"Madhya Pradesh","5.4 - Stalking",401
"Madhya Pradesh","5.5 - Others",5827
"Madhya Pradesh","6 - Insult to the Modesty of Women_Total (Section 509 IPC)",429
"Madhya Pradesh","6.1 - At Office premises",1
"Madhya Pradesh","6.2 - Other places related to work",21
"Madhya Pradesh","6.3 - In Public Transport system",3
"Madhya Pradesh","6.4 - in Other Places",404
"Madhya Pradesh","7 - Cruelty by Husband or his Relatives (Section 498A)",6451
"Madhya Pradesh","8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
"Madhya Pradesh","9 - Abetment of Suicides of Women u/s 306 IPC",455
"Madhya Pradesh","10 - Dowry Prohibition Act, 1961",113
"Madhya Pradesh","11 - Indecent Representation of Women (Prohibition) Act, 1986",0
"Madhya Pradesh","12 - Commission of Sati Prevention Act 1987",0
"Madhya Pradesh","13 - Protection of Women from Domestic Violence Act, 2005",53
"Madhya Pradesh","14 - Immoral Traffic (Prevention) Act (Women Cases only)",15
"Madhya Pradesh","14.1 - Under ITP Section 5",2
"Madhya Pradesh","14.2 - Under ITP Section 6",0
"Madhya Pradesh","14.3 - Under ITP Section 7",2
"Madhya Pradesh","14.4 - Under ITP Section 8",0
"Madhya Pradesh","14.5 - Other Sections under ITP Act",11
"Madhya Pradesh","15 - Total Crimes against Women",28678
Maharashtra,"1 - Rape (Section 376 IPC)",3438
Maharashtra,"1.1 - Custodial Rape",0
Maharashtra,"1.1.1 - Custodial_Gang Rape",0
Maharashtra,"1.1.2 - Custodial_Other Rape",0
Maharashtra,"1.2 - Rape other than Custodial",3438
Maharashtra,"1.2.1 - Rape_Gang Rape",126
Maharashtra,"1.2.2 - Rape_Others",3312
Maharashtra,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",15
Maharashtra,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2457
Maharashtra,"3.1 - Kidnaping & Abduction Section 363 IPC",1042
Maharashtra,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",1
Maharashtra,"3.3 - Kidnapping for Ransom Section 364A",8
Maharashtra,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",1046
Maharashtra,"3.5 - Kidnapping & Abduction of Women-Other",360
Maharashtra,"4 - Dowry Deaths (Section 304-B IPC)",279
Maharashtra,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",10001
Maharashtra,"5.1 - Sexual Harassment",4052
Maharashtra,"5.2 - Assault on women with intent to Disrobe",309
Maharashtra,"5.3 - Voyeurism",105
Maharashtra,"5.4 - Stalking",797
Maharashtra,"5.5 - Others",4738
Maharashtra,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",1575
Maharashtra,"6.1 - At Office premises",10
Maharashtra,"6.2 - Other places related to work",48
Maharashtra,"6.3 - In Public Transport system",8
Maharashtra,"6.4 - in Other Places",1509
Maharashtra,"7 - Cruelty by Husband or his Relatives (Section 498A)",7696
Maharashtra,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",1
Maharashtra,"9 - Abetment of Suicides of Women u/s 306 IPC",986
Maharashtra,"10 - Dowry Prohibition Act, 1961",39
Maharashtra,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0
Maharashtra,"12 - Commission of Sati Prevention Act 1987",0
Maharashtra,"13 - Protection of Women from Domestic Violence Act, 2005",4
Maharashtra,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",202
Maharashtra,"14.1 - Under ITP Section 5",79
Maharashtra,"14.2 - Under ITP Section 6",5
Maharashtra,"14.3 - Under ITP Section 7",33
Maharashtra,"14.4 - Under ITP Section 8",7
Maharashtra,"14.5 - Other Sections under ITP Act",78
Maharashtra,"15 - Total Crimes against Women",26693
Manipur,"1 - Rape (Section 376 IPC)",75
Manipur,"1.1 - Custodial Rape",0
Manipur,"1.1.1 - Custodial_Gang Rape",0
Manipur,"1.1.2 - Custodial_Other Rape",0
Manipur,"1.2 - Rape other than Custodial",75
Manipur,"1.2.1 - Rape_Gang Rape",0
Manipur,"1.2.2 - Rape_Others",75
Manipur,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",1
Manipur,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",121
Manipur,"3.1 - Kidnaping & Abduction Section 363 IPC",2
Manipur,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",0
Manipur,"3.3 - Kidnapping for Ransom Section 364A",5
Manipur,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",102
Manipur,"3.5 - Kidnapping & Abduction of Women-Other",12
Manipur,"4 - Dowry Deaths (Section 304-B IPC)",1
Manipur,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",98
Manipur,"5.1 - Sexual Harassment",5
Manipur,"5.2 - Assault on women with intent to Disrobe",4
Manipur,"5.3 - Voyeurism",0
Manipur,"5.4 - Stalking",2
Manipur,"5.5 - Others",87
Manipur,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",0
Manipur,"6.1 - At Office premises",0
Manipur,"6.2 - Other places related to work",0
Manipur,"6.3 - In Public Transport system",0
Manipur,"6.4 - in Other Places",0
Manipur,"7 - Cruelty by Husband or his Relatives (Section 498A)",41
Manipur,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Manipur,"9 - Abetment of Suicides of Women u/s 306 IPC",0
Manipur,"10 - Dowry Prohibition Act, 1961",0
Manipur,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0
Manipur,"12 - Commission of Sati Prevention Act 1987",0
Manipur,"13 - Protection of Women from Domestic Violence Act, 2005",0
Manipur,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",0
Manipur,"14.1 - Under ITP Section 5",0
Manipur,"14.2 - Under ITP Section 6",0
Manipur,"14.3 - Under ITP Section 7",0
Manipur,"14.4 - Under ITP Section 8",0
Manipur,"14.5 - Other Sections under ITP Act",0
Manipur,"15 - Total Crimes against Women",337
Meghalaya,"1 - Rape (Section 376 IPC)",118
Meghalaya,"1.1 - Custodial Rape",0
Meghalaya,"1.1.1 - Custodial_Gang Rape",0
Meghalaya,"1.1.2 - Custodial_Other Rape",0
Meghalaya,"1.2 - Rape other than Custodial",118
Meghalaya,"1.2.1 - Rape_Gang Rape",3
Meghalaya,"1.2.2 - Rape_Others",115
Meghalaya,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",26
Meghalaya,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",38
Meghalaya,"3.1 - Kidnaping & Abduction Section 363 IPC",9
Meghalaya,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",0
Meghalaya,"3.3 - Kidnapping for Ransom Section 364A",1
Meghalaya,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",9
Meghalaya,"3.5 - Kidnapping & Abduction of Women-Other",19
Meghalaya,"4 - Dowry Deaths (Section 304-B IPC)",1
Meghalaya,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",105
Meghalaya,"5.1 - Sexual Harassment",0
Meghalaya,"5.2 - Assault on women with intent to Disrobe",10
Meghalaya,"5.3 - Voyeurism",1
Meghalaya,"5.4 - Stalking",4
Meghalaya,"5.5 - Others",90
Meghalaya,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",54
Meghalaya,"6.1 - At Office premises",0
Meghalaya,"6.2 - Other places related to work",0
Meghalaya,"6.3 - In Public Transport system",0
Meghalaya,"6.4 - in Other Places",54
Meghalaya,"7 - Cruelty by Husband or his Relatives (Section 498A)",42
Meghalaya,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Meghalaya,"9 - Abetment of Suicides of Women u/s 306 IPC",0
Meghalaya,"10 - Dowry Prohibition Act, 1961",1
Meghalaya,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0
Meghalaya,"12 - Commission of Sati Prevention Act 1987",0
Meghalaya,"13 - Protection of Women from Domestic Violence Act, 2005",0
Meghalaya,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",3
Meghalaya,"14.1 - Under ITP Section 5",3
Meghalaya,"14.2 - Under ITP Section 6",0
Meghalaya,"14.3 - Under ITP Section 7",0
Meghalaya,"14.4 - Under ITP Section 8",0
Meghalaya,"14.5 - Other Sections under ITP Act",0
Meghalaya,"15 - Total Crimes against Women",388
Mizoram,"1 - Rape (Section 376 IPC)",120
Mizoram,"1.1 - Custodial Rape",0
Mizoram,"1.1.1 - Custodial_Gang Rape",0
Mizoram,"1.1.2 - Custodial_Other Rape",0
Mizoram,"1.2 - Rape other than Custodial",120
Mizoram,"1.2.1 - Rape_Gang Rape",7
Mizoram,"1.2.2 - Rape_Others",113
Mizoram,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",1
Mizoram,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",3
Mizoram,"3.1 - Kidnaping & Abduction Section 363 IPC",2
Mizoram,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",0
Mizoram,"3.3 - Kidnapping for Ransom Section 364A",0
Mizoram,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",0
Mizoram,"3.5 - Kidnapping & Abduction of Women-Other",1
Mizoram,"4 - Dowry Deaths (Section 304-B IPC)",0
Mizoram,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",97
Mizoram,"5.1 - Sexual Harassment",53
Mizoram,"5.2 - Assault on women with intent to Disrobe",12
Mizoram,"5.3 - Voyeurism",2
Mizoram,"5.4 - Stalking",6
Mizoram,"5.5 - Others",24
Mizoram,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",29
Mizoram,"6.1 - At Office premises",0
Mizoram,"6.2 - Other places related to work",29
Mizoram,"6.3 - In Public Transport system",0
Mizoram,"6.4 - in Other Places",0
Mizoram,"7 - Cruelty by Husband or his Relatives (Section 498A)",8
Mizoram,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Mizoram,"9 - Abetment of Suicides of Women u/s 306 IPC",0
Mizoram,"10 - Dowry Prohibition Act, 1961",0
Mizoram,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0
Mizoram,"12 - Commission of Sati Prevention Act 1987",0
Mizoram,"13 - Protection of Women from Domestic Violence Act, 2005",0
Mizoram,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",0
Mizoram,"14.1 - Under ITP Section 5",0
Mizoram,"14.2 - Under ITP Section 6",0
Mizoram,"14.3 - Under ITP Section 7",0
Mizoram,"14.4 - Under ITP Section 8",0
Mizoram,"14.5 - Other Sections under ITP Act",0
Mizoram,"15 - Total Crimes against Women",258
Nagaland,"1 - Rape (Section 376 IPC)",30
Nagaland,"1.1 - Custodial Rape",0
Nagaland,"1.1.1 - Custodial_Gang Rape",0
Nagaland,"1.1.2 - Custodial_Other Rape",0
Nagaland,"1.2 - Rape other than Custodial",30
Nagaland,"1.2.1 - Rape_Gang Rape",4
Nagaland,"1.2.2 - Rape_Others",26
Nagaland,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",3
Nagaland,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",13
Nagaland,"3.1 - Kidnaping & Abduction Section 363 IPC",3
Nagaland,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",0
Nagaland,"3.3 - Kidnapping for Ransom Section 364A",0
Nagaland,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",2
Nagaland,"3.5 - Kidnapping & Abduction of Women-Other",8
Nagaland,"4 - Dowry Deaths (Section 304-B IPC)",0
Nagaland,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",16
Nagaland,"5.1 - Sexual Harassment",5
Nagaland,"5.2 - Assault on women with intent to Disrobe",5
Nagaland,"5.3 - Voyeurism",0
Nagaland,"5.4 - Stalking",1
Nagaland,"5.5 - Others",5
Nagaland,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",1
Nagaland,"6.1 - At Office premises",0
Nagaland,"6.2 - Other places related to work",0
Nagaland,"6.3 - In Public Transport system",0
Nagaland,"6.4 - in Other Places",1
Nagaland,"7 - Cruelty by Husband or his Relatives (Section 498A)",3
Nagaland,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Nagaland,"9 - Abetment of Suicides of Women u/s 306 IPC",0
Nagaland,"10 - Dowry Prohibition Act, 1961",0
Nagaland,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0
Nagaland,"12 - Commission of Sati Prevention Act 1987",0
Nagaland,"13 - Protection of Women from Domestic Violence Act, 2005",0
Nagaland,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",1
Nagaland,"14.1 - Under ITP Section 5",1
Nagaland,"14.2 - Under ITP Section 6",0
Nagaland,"14.3 - Under ITP Section 7",0
Nagaland,"14.4 - Under ITP Section 8",0
Nagaland,"14.5 - Other Sections under ITP Act",0
Nagaland,"15 - Total Crimes against Women",67
Odisha,"1 - Rape (Section 376 IPC)",1978
Odisha,"1.1 - Custodial Rape",0
Odisha,"1.1.1 - Custodial_Gang Rape",0
Odisha,"1.1.2 - Custodial_Other Rape",0
Odisha,"1.2 - Rape other than Custodial",1978
Odisha,"1.2.1 - Rape_Gang Rape",82
Odisha,"1.2.2 - Rape_Others",1896
Odisha,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",33
Odisha,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2436
Odisha,"3.1 - Kidnaping & Abduction Section 363 IPC",849
Odisha,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",2
Odisha,"3.3 - Kidnapping for Ransom Section 364A",4
Odisha,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",1313
Odisha,"3.5 - Kidnapping & Abduction of Women-Other",268
Odisha,"4 - Dowry Deaths (Section 304-B IPC)",441
Odisha,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",5543
Odisha,"5.1 - Sexual Harassment",802
Odisha,"5.2 - Assault on women with intent to Disrobe",1142
Odisha,"5.3 - Voyeurism",28
Odisha,"5.4 - Stalking",134
Odisha,"5.5 - Others",3437
Odisha,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",379
Odisha,"6.1 - At Office premises",8
Odisha,"6.2 - Other places related to work",10
Odisha,"6.3 - In Public Transport system",1
Odisha,"6.4 - in Other Places",360
Odisha,"7 - Cruelty by Husband or his Relatives (Section 498A)",3114
Odisha,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Odisha,"9 - Abetment of Suicides of Women u/s 306 IPC",4
Odisha,"10 - Dowry Prohibition Act, 1961",646
Odisha,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0
Odisha,"12 - Commission of Sati Prevention Act 1987",0
Odisha,"13 - Protection of Women from Domestic Violence Act, 2005",0
Odisha,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",32
Odisha,"14.1 - Under ITP Section 5",7
Odisha,"14.2 - Under ITP Section 6",0
Odisha,"14.3 - Under ITP Section 7",1
Odisha,"14.4 - Under ITP Section 8",0
Odisha,"14.5 - Other Sections under ITP Act",24
Odisha,"15 - Total Crimes against Women",14606
Punjab,"1 - Rape (Section 376 IPC)",981
Punjab,"1.1 - Custodial Rape",0
Punjab,"1.1.1 - Custodial_Gang Rape",0
Punjab,"1.1.2 - Custodial_Other Rape",0
Punjab,"1.2 - Rape other than Custodial",981
Punjab,"1.2.1 - Rape_Gang Rape",24
Punjab,"1.2.2 - Rape_Others",957
Punjab,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",154
Punjab,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",1176
Punjab,"3.1 - Kidnaping & Abduction Section 363 IPC",86
Punjab,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",0
Punjab,"3.3 - Kidnapping for Ransom Section 364A",1
Punjab,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",806
Punjab,"3.5 - Kidnapping & Abduction of Women-Other",283
Punjab,"4 - Dowry Deaths (Section 304-B IPC)",90
Punjab,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",1113
Punjab,"5.1 - Sexual Harassment",344
Punjab,"5.2 - Assault on women with intent to Disrobe",41
Punjab,"5.3 - Voyeurism",48
Punjab,"5.4 - Stalking",48
Punjab,"5.5 - Others",632
Punjab,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",35
Punjab,"6.1 - At Office premises",0
Punjab,"6.2 - Other places related to work",3
Punjab,"6.3 - In Public Transport system",0
Punjab,"6.4 - in Other Places",32
Punjab,"7 - Cruelty by Husband or his Relatives (Section 498A)",1681
Punjab,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Punjab,"9 - Abetment of Suicides of Women u/s 306 IPC",124
Punjab,"10 - Dowry Prohibition Act, 1961",5
Punjab,"11 - Indecent Representation of Women (Prohibition) Act, 1986",1
Punjab,"12 - Commission of Sati Prevention Act 1987",0
Punjab,"13 - Protection of Women from Domestic Violence Act, 2005",2
Punjab,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",63
Punjab,"14.1 - Under ITP Section 5",33
Punjab,"14.2 - Under ITP Section 6",0
Punjab,"14.3 - Under ITP Section 7",0
Punjab,"14.4 - Under ITP Section 8",1
Punjab,"14.5 - Other Sections under ITP Act",29
Punjab,"15 - Total Crimes against Women",5425
Rajasthan,"1 - Rape (Section 376 IPC)",3759
Rajasthan,"1.1 - Custodial Rape",3
Rajasthan,"1.1.1 - Custodial_Gang Rape",2
Rajasthan,"1.1.2 - Custodial_Other Rape",1
Rajasthan,"1.2 - Rape other than Custodial",3756
Rajasthan,"1.2.1 - Rape_Gang Rape",414
Rajasthan,"1.2.2 - Rape_Others",3342
Rajasthan,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",373
Rajasthan,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",4421
Rajasthan,"3.1 - Kidnaping & Abduction Section 363 IPC",1057
Rajasthan,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",88
Rajasthan,"3.3 - Kidnapping for Ransom Section 364A",0
Rajasthan,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",2360
Rajasthan,"3.5 - Kidnapping & Abduction of Women-Other",916
Rajasthan,"4 - Dowry Deaths (Section 304-B IPC)",408
Rajasthan,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",5999
Rajasthan,"5.1 - Sexual Harassment",727
Rajasthan,"5.2 - Assault on women with intent to Disrobe",235
Rajasthan,"5.3 - Voyeurism",23
Rajasthan,"5.4 - Stalking",88
Rajasthan,"5.5 - Others",4926
Rajasthan,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",18
Rajasthan,"6.1 - At Office premises",0
Rajasthan,"6.2 - Other places related to work",0
Rajasthan,"6.3 - In Public Transport system",2
Rajasthan,"6.4 - in Other Places",16
Rajasthan,"7 - Cruelty by Husband or his Relatives (Section 498A)",15905
Rajasthan,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Rajasthan,"9 - Abetment of Suicides of Women u/s 306 IPC",143
Rajasthan,"10 - Dowry Prohibition Act, 1961",12
Rajasthan,"11 - Indecent Representation of Women (Prohibition) Act, 1986",18
Rajasthan,"12 - Commission of Sati Prevention Act 1987",0
Rajasthan,"13 - Protection of Women from Domestic Violence Act, 2005",17
Rajasthan,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",78
Rajasthan,"14.1 - Under ITP Section 5",18
Rajasthan,"14.2 - Under ITP Section 6",8
Rajasthan,"14.3 - Under ITP Section 7",0
Rajasthan,"14.4 - Under ITP Section 8",1
Rajasthan,"14.5 - Other Sections under ITP Act",51
Rajasthan,"15 - Total Crimes against Women",31151
Sikkim,"1 - Rape (Section 376 IPC)",47
Sikkim,"1.1 - Custodial Rape",1
Sikkim,"1.1.1 - Custodial_Gang Rape",0
Sikkim,"1.1.2 - Custodial_Other Rape",1
Sikkim,"1.2 - Rape other than Custodial",46
Sikkim,"1.2.1 - Rape_Gang Rape",1
Sikkim,"1.2.2 - Rape_Others",45
Sikkim,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",9
Sikkim,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",12
Sikkim,"3.1 - Kidnaping & Abduction Section 363 IPC",9
Sikkim,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",0
Sikkim,"3.3 - Kidnapping for Ransom Section 364A",0
Sikkim,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",0
Sikkim,"3.5 - Kidnapping & Abduction of Women-Other",3
Sikkim,"4 - Dowry Deaths (Section 304-B IPC)",0
Sikkim,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",34
Sikkim,"5.1 - Sexual Harassment",14
Sikkim,"5.2 - Assault on women with intent to Disrobe",1
Sikkim,"5.3 - Voyeurism",0
Sikkim,"5.4 - Stalking",2
Sikkim,"5.5 - Others",17
Sikkim,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",3
Sikkim,"6.1 - At Office premises",0
Sikkim,"6.2 - Other places related to work",0
Sikkim,"6.3 - In Public Transport system",0
Sikkim,"6.4 - in Other Places",3
Sikkim,"7 - Cruelty by Husband or his Relatives (Section 498A)",5
Sikkim,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Sikkim,"9 - Abetment of Suicides of Women u/s 306 IPC",0
Sikkim,"10 - Dowry Prohibition Act, 1961",0
Sikkim,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0
Sikkim,"12 - Commission of Sati Prevention Act 1987",0
Sikkim,"13 - Protection of Women from Domestic Violence Act, 2005",0
Sikkim,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",0
Sikkim,"14.1 - Under ITP Section 5",0
Sikkim,"14.2 - Under ITP Section 6",0
Sikkim,"14.3 - Under ITP Section 7",0
Sikkim,"14.4 - Under ITP Section 8",0
Sikkim,"14.5 - Other Sections under ITP Act",0
Sikkim,"15 - Total Crimes against Women",110
"Tamil Nadu","1 - Rape (Section 376 IPC)",455
"Tamil Nadu","1.1 - Custodial Rape",0
"Tamil Nadu","1.1.1 - Custodial_Gang Rape",0
"Tamil Nadu","1.1.2 - Custodial_Other Rape",0
"Tamil Nadu","1.2 - Rape other than Custodial",455
"Tamil Nadu","1.2.1 - Rape_Gang Rape",2
"Tamil Nadu","1.2.2 - Rape_Others",453
"Tamil Nadu","2 - Attempt to commit Rape (Section 376 & 511 IPC)",16
