"Sl. No.",State,"Name Of University","Name Of College","Arts - Male","Arts - Female","Science - Male","Science - Female","Commerce - Male","Commerce - Female","Computer App / Computer Science - Male","Computer App / Computer Science - Female","Management - Male","Management - Female","Education - Male","Education - Female","Engineering and Technology - Male","Engineering and Technology - Female","Medicine - Male","Medicine - Female","Agriculture - Male","Agriculture - Female","Veterinary Science - Male","Veterinary Science - Female","Law - Male","Law - Female","Others - Male","Others - Female","Total - Male","Total - Female","Grand Total"
633,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Seshachala Degree College, Puttur Rural (Id: C-27678)",4,10,202,236,0,112,244,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,358,808
634,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","KKC Institute of PG Stuides, Puttur (Id: C-27680)",0,0,0,0,0,0,0,0,78,15,0,0,0,0,78,0,0,0,0,0,0,0,0,0,78,15,93
635,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Gate Institute of Tech. and Manag. Sciences, Tirupati (Id: C-27681)",0,0,0,0,51,0,0,0,136,72,0,0,0,0,136,0,0,0,0,0,0,0,0,0,187,101,288
636,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sidhartha Institute of Higher learning, Madanapalle Urban (Id: C-27682)",0,0,60,81,0,127,167,127,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,230,214,444
637,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Rama Raja College of Education, Tirupati (Id: C-27685)",0,0,0,0,0,0,0,0,0,0,19,44,0,0,0,0,0,0,0,0,0,0,0,0,19,44,63
638,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Govt. Degree College Sathyavedu Rural Co-Ed. (Id: C-27688)",32,47,42,49,0,28,42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,124,240
639,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Global Institute of Advance Study in Education, Palamaner (Id: C-27690)",0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,25,75,100
640,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","CDR Degree College, Kalluru, Rural (Id: C-27691)",0,0,50,82,0,119,48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,201,299
641,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Venkateswara College of Law. Tiruchanoor, Tirupati (Id: C-27693)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,108,0,0,969,108,1077
642,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Vidyalaya College of Education, Tirupati (Id: C-27696)",0,0,0,0,0,0,0,0,0,0,66,67,0,0,0,0,0,0,0,0,0,0,0,0,66,67,133
643,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Dr.A.E.R College of Mgnt Studies and Research, Ramapuram, Tirupati (Id: C-27697)",0,0,0,0,0,0,0,0,92,28,0,0,0,0,92,0,0,0,0,0,0,0,0,0,92,28,120
644,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Dr. Modigunta Raja Reddy Degree College 4-139,Main Road,K.C.Palli Road,Penumuru (M), (Id: C-27700)",3,7,10,12,0,30,56,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,49,118
645,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sree Vidyanikethan Degree College, A.Rangampet, Tirupati. (Id: C-27702)",0,0,346,238,0,90,199,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,328,873
646,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","RCR Institute of Management and Technology, Karakambadi, Tirupati (Id: C-27705)",0,0,0,0,30,0,0,0,217,57,0,0,0,0,217,0,0,0,0,0,0,0,0,0,247,74,321
647,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","NTR Govt. Degree College, Valmikipuram Rural (Id: C-27709)",56,82,69,122,0,134,173,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,338,636
648,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Mother Theresa Institute of Computer Applns, Palamaneru (Id: C-27710)",0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,53,123
649,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","CVRRM Degree College, V.Kota Rural (Id: C-27711)",63,74,76,54,0,106,297,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,234,670
650,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","K.K.C. College of Education, Puttur (Id: C-27713)",0,0,0,0,0,0,0,0,0,0,44,56,0,0,0,0,0,0,0,0,0,0,0,0,44,56,100
651,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","ATNs DEGREE COLLEGE, TIRUPATI Urban (Id: C-27714)",0,0,0,0,0,79,139,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,79,218
652,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Dr. A.E.R. Degree College, Tirupati (Id: C-27715)",0,0,106,200,0,135,86,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,335,527
653,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Rayalaseema Institute of Information and Management Sciences, Tirupati (Id: C-27718)",0,0,0,0,235,0,0,0,189,96,0,0,0,0,189,0,0,0,0,0,0,0,0,0,424,229,653
654,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Agarala Eswsar Reddy MBA College, Ramapuram, Tirupati (Id: C-27721)",0,0,0,0,0,0,0,0,105,31,0,0,0,0,105,0,0,0,0,0,0,0,0,0,105,31,136
655,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Vidya Institute of Management, Puttur (Id: C-27722)",0,0,0,0,0,0,0,0,68,20,0,0,0,0,68,0,0,0,0,0,0,0,0,0,68,20,88
656,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Smt. NPS. Govt Degree College for Women, CHITTOOR Urban (Id: C-27724)",0,195,0,257,0,416,0,416,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,929
657,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Ramaraja Institute of Science and Technology, Tirupati (Id: C-27727)",0,0,0,0,0,0,0,0,146,38,0,0,0,0,146,0,0,0,0,0,0,0,0,0,146,38,184
658,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Rama College of Education, Tirupati (Id: C-27728)",0,0,0,0,0,0,0,0,0,0,103,99,0,0,0,0,0,0,0,0,0,0,0,0,103,99,202
659,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Vedanarayana College of Education, Narayanavanam, Puttur (Id: C-27729)",0,0,0,0,0,0,0,0,0,0,38,62,0,0,0,0,0,0,0,0,0,0,0,0,38,62,100
660,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Santhinikethan Institute of Technology, Tirupati (Id: C-27734)",0,0,0,0,0,0,0,0,55,7,0,0,0,0,55,0,0,0,0,0,0,0,0,0,55,7,62
661,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Vidyodaya College of Education, Tirupati (Id: C-27735)",0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
662,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Sai Dwaraka Degree College Rompicherla cross Road, (Id: C-27736)",0,0,84,75,0,147,189,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,222,495
663,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Gayatri Degree College, Tirupati Urban (Id: C-27737)",0,0,174,321,0,108,114,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,429,717
664,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Vidya Degree College Nagari By-pass Road, Puttur (Id: C-27743)",0,0,85,87,0,68,176,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,155,416
665,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Emeralads Advanced Institute of Management Studies, Durgasamudaram, Tirupati (Id: C-27748)",0,0,0,0,39,0,0,0,260,98,0,0,0,0,260,0,0,0,0,0,0,0,0,0,299,116,415
666,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Gate Degree College, Tirupati Urban (Id: C-27749)",0,0,196,171,66,149,184,149,70,27,0,0,0,0,70,0,0,0,0,0,0,0,0,0,516,397,913
667,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Anantha College of Law, Kesavayanagunta, Tirupati (Id: C-27750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,89,0,0,756,89,845
668,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","KMM Institute of P.G. Studies, Ramireddi Palle, Tirupati (Id: C-27754)",0,0,0,0,247,0,0,0,215,111,0,0,0,0,215,0,0,0,0,0,0,0,0,0,462,223,685
669,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sreenivasa Degree College, Kalikiri Chittoor District (Id: C-27763)",45,32,90,114,0,108,83,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,254,472
670,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Blossom Degree College, Mulakalacheruvu, Chittoor Dist Rural (Id: C-27764)",0,0,53,33,0,75,125,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,108,286
671,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Accord Business School, Chiguruvada (V), Tirupati (Id: C-27765)",0,0,0,0,0,0,0,0,226,106,0,0,0,0,226,0,0,0,0,0,0,0,0,0,226,106,332
672,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Govt. Degree College for women Sri kalahasthi Urban (Id: C-27767)",0,131,0,144,0,249,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,524
673,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Padmavathi Studies of Computer Sciences and Technology, Tiruchanoor (Id: C-27768)",0,0,0,0,9,0,0,0,94,53,0,0,0,0,94,0,0,0,0,0,0,0,0,0,103,64,167
674,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","SEICOM College of Education, Kalikiri, Chittoor Dt. (Id: C-27773)",0,0,0,0,0,0,0,0,0,0,46,54,0,0,0,0,0,0,0,0,0,0,0,0,46,54,100
675,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Seshachala College of Education, Puttur (Id: C-27776)",0,0,0,0,0,0,0,0,0,0,47,53,0,0,0,0,0,0,0,0,0,0,0,0,47,53,100
676,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Kuppam Degree College, Chinnakurabala palli ,Kuppam (Id: C-27778)",0,0,39,77,0,54,67,54,65,29,0,0,0,0,65,0,0,0,0,0,0,0,0,0,171,160,331
677,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Indira Rajiv Memorial Degree College, Kuppam Urban (Id: C-27779)",0,0,38,51,0,141,189,141,38,37,0,0,0,0,38,0,0,0,0,0,0,0,0,0,265,229,494
678,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","SVCR Degree College, Palamaner Rural (Id: C-27780)",181,156,127,125,0,120,308,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,401,1017
679,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Viswam College of Education, Madanapalle (Id: C-27783)",0,0,0,0,0,0,0,0,0,0,44,76,0,0,0,0,0,0,0,0,0,0,0,0,44,76,120
680,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Ravindras Rayalaseema College, Punganur Rural (Id: C-27788)",0,0,36,48,0,65,80,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,113,229
681,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Govt. Degree College Nagari Rural (Id: C-27799)",81,57,75,64,64,137,252,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,303,775
682,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","CNR Arts and Science College, Piler Rural (Id: C-27801)",25,15,32,23,0,72,140,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,110,307
683,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Govt. Degree College, PUTTUR Rural (Id: C-27805)",302,212,381,341,0,213,432,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,766,1881
684,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","B.T. College, Madanapalli (Id: C-27806)",194,54,179,96,0,80,333,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,230,936
685,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Srinivasa Degree College, Madanapalle Urban (Id: C-27809)",0,0,209,149,0,151,564,151,69,20,0,0,0,0,69,0,0,0,0,0,0,0,0,0,842,320,1162
686,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","K.K.C. College of Law, Puttur (Id: C-27808)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,83,0,0,596,83,679
687,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Dr. Kunchala Rajarathnam Christian Degree College, Jeevagram, Renigunta Rural (Id: C-27811)",18,19,0,0,36,30,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,59,173
688,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","SEICOM Degree/PG College, Tirupati (Id: C-27812)",0,0,90,48,0,168,308,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,216,614
689,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Emeralds Degree College, Tirupati Urban (Id: C-27814)",0,0,77,79,0,415,559,415,11,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,647,506,1153
690,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Vijetha Degree College, Chittor Urban (Id: C-27815)",0,0,67,93,0,266,329,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,359,755
691,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Mother Theresa Degree College, Palamaner Rural (Id: C-27817)",0,0,243,332,0,120,330,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,452,1025
692,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","DBB Institute of PG Studies, Puttur (Id: C-27819)",0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
693,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Royal School of Information and Management, Agarala Village, Tirupati (Id: C-27823)",0,0,0,0,0,0,0,0,59,19,0,0,0,0,59,0,0,0,0,0,0,0,0,0,59,19,78
694,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","SRI VENKATESWARA College of COMMERCE TIRUPATI Urban (Id: C-27826)",0,0,0,0,0,169,370,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,169,539
695,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Dr.R.C.Reddy Degree College, Tirupati Urban (Id: C-27827)",0,0,80,51,0,77,130,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,128,338
696,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Mother Theresa Institute of Management, Palamaner (Id: C-43259)",0,0,0,0,0,0,0,0,68,50,0,0,0,0,68,0,0,0,0,0,0,0,0,0,68,50,118
697,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Seshachala Institute of Management Studies, Puttur (Id: C-44596)",0,0,0,0,0,0,0,0,118,35,0,0,0,0,118,0,0,0,0,0,0,0,0,0,118,35,153
698,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Seshachala Institute of Computer Studies, Puttur (Id: C-44597)",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,32
699,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","SHREE SESHACHALA DEGREE COLLEGE, PUTTUR (Id: C-48331)",0,0,9,5,0,8,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,41
700,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","SHREE RAMANA DEGREE COLLEGE, PUTTUR (Id: C-48332)",0,0,19,27,0,10,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,37,94
701,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","VEDAVYASA DEGREE COLLEGE, KALYANAPURAM (Id: C-49971)",0,0,0,0,4,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
702,Telangana,"Sri Venkateswara Veterinary University, Tirupathi (Id: U-0039)","College of Veterinary Science, Rajendranagar, Hyderabad (Id: C-22047)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,181,0,0,0,0,298,181,479
703,"Andhra Pradesh","Sri Venkateswara Veterinary University, Tirupathi (Id: U-0039)","College of Fishery Science, Muthukur (Id: C-22048)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,41,0,0,0,0,64,41,105
704,"Andhra Pradesh","Sri Venkateswara Veterinary University, Tirupathi (Id: U-0039)","College of Dairy Technology, Tirupati (Id: C-22049)",0,0,0,0,0,0,0,0,0,0,0,0,57,25,0,0,0,0,0,0,0,0,0,0,57,25,82
705,"Andhra Pradesh","Sri Venkateswara Veterinary University, Tirupathi (Id: U-0039)","NTR College of Veterinary Science, Gannavaram (Id: C-22050)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,157,0,0,0,0,215,157,372
706,"Andhra Pradesh","Sri Venkateswara Veterinary University, Tirupathi (Id: U-0039)","College of Veterinary Science, Tirupati (Id: C-22051)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,154,0,0,0,0,233,154,387
707,"Andhra Pradesh","Sri Venkateswara Veterinary University, Tirupathi (Id: U-0039)","College of Veterinary Science, Proddutur (Id: C-22052)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,55,0,0,0,0,77,55,132
708,Telangana,"Sri Venkateswara Veterinary University, Tirupathi (Id: U-0039)","College of Veterinary Science, Korutla (Id: C-29256)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,41,0,0,0,0,83,41,124
709,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Vijay College of Education for Women, Nizamabad (5290) (Id: C-35013)",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
710,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Indur PG College of Business Management, Bodhan (5171) (Id: C-35016)",0,0,0,0,0,0,0,0,10,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,5,15
711,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Sri Sai College of Education, Nizamabad (5288) (Id: C-35024)",0,0,0,0,0,0,0,0,0,0,47,70,0,0,0,0,0,0,0,0,0,0,0,0,47,70,117
712,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Women's Degree College, Nizamabad (5042) (Id: C-35027)",0,169,0,361,0,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,599
713,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Govt. Arts and Science College, Kamareddy (5009) (Id: C-35029)",362,197,400,250,0,122,229,122,0,0,0,0,0,0,0,0,0,0,44,24,0,0,32,8,1067,601,1668
714,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Sandeepani Degree College, Kamareddy (5026) (Id: C-35031)",141,131,170,219,0,224,263,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,574,1148
715,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Nishitha Degree College, Nizamabad (5022) (Id: C-35032)",0,0,0,0,567,125,160,125,83,75,0,0,0,0,83,0,0,0,0,0,0,0,0,0,810,696,1506
716,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Vaagdevi Degree College, Nizamabad (5038) (Id: C-35034)",82,64,300,475,0,63,99,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,602,1083
717,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Gouthami PG College, Nizamabad (5221) (Id: C-35036)",0,0,0,0,0,0,0,0,42,26,0,0,0,0,42,0,0,0,0,0,0,0,0,0,42,26,68
718,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Govt. Degree College, Yellareddy (5008) (Id: C-35039)",247,152,118,179,0,39,68,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,370,803
719,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Vijetha Degree and PG College, Armoor (5041) (Id: C-35051)",17,46,27,61,0,41,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,148,205
720,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Sri Vijaya Sai Degree College, Bodhan (5032) (Id: C-35053)",0,0,81,166,0,61,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,227,350
721,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Adarsh Hindi Maha Vidyalaya Degree College, Nizamabad (5001) (Id: C-35055)",0,0,0,0,0,35,56,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,35,91
722,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Govt. Arts and Science College, Armoor (5010) (Id: C-35057)",334,231,219,116,0,113,230,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,460,1243
723,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Shashank Degree and PG College, Banswada (5027) (Id: C-35060)",272,152,142,164,0,17,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,11,533,344,877
724,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Pragathi Degree College, Nizamabad (5023) (Id: C-35069)",56,27,153,93,0,31,76,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,151,436
725,Telangana,"Telangana University, Nizamabad (Id: U-0040)","Indur College of Education, Bodhan (5281) (Id: C-35074)",0,0,0,0,0,0,0,0,0,0,43,77,0,0,0,0,0,0,0,0,0,0,0,0,43,77,120
726,"Uttar Pradesh","The English and Foreign Languages University, Hyderabad (Id: U-0041)","Regional Campus, Lucknow (Id: C-36915)",164,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,144,308
727,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Sri Padmavathi Degree College,Kavali (Id: C-24715)",0,0,16,15,0,20,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,61
728,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","PRR and VS Govt. Degree College, Vidavalur (Id: C-24716)",67,2,53,43,0,19,73,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,64,257
729,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","NBKR College of Education, Vidyanagar (Id: C-24717)",0,0,0,0,0,0,0,0,0,0,62,113,0,0,0,0,0,0,0,0,0,0,0,0,62,113,175
730,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Sri Vema Degree College, Naidupeta (Id: C-24718)",0,0,88,149,0,92,133,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,241,462
731,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Vidyalaya Degree College, Gudur (Id: C-24720)",0,0,69,83,0,79,147,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,162,378
732,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","DDR College of Education, Saraswathi Nagar, Nellore (Id: C-24721)",0,0,0,0,0,0,0,0,0,0,41,59,0,0,0,0,0,0,0,0,0,0,0,0,41,59,100
733,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Sri Chandra Reddy Degree College, Nellore (Id: C-24722)",0,0,406,315,0,276,540,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,591,1537
734,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Jawahar Bharathi Degree College, Kavali (Id: C-24723)",327,91,495,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,210,1032
735,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Dr. Chennur Radha Krishna Reddy Degree College,Sydapuram (Id: C-24725)",0,0,22,22,0,64,77,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,86,185
736,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Krishna Chaitanya Degree and PG College, Nellore (Id: C-24726)",0,0,78,135,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,198,321
737,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Srinivasa Degree College, Kovur (Id: C-24727)",0,0,0,0,14,36,63,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,49,126
738,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Audisankara College of EducationNH-5, Bypass Road, Aravinda Nagar,Gudur (Id: C-24728)",0,0,0,0,0,0,0,0,0,0,23,47,0,0,0,0,0,0,0,0,0,0,0,0,23,47,70
739,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Pragathi Charities BED College of Mental Retardation, Nellore (Id: C-24729)",0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,17,4,21
740,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","G.S. Arts and Science Degree College, Buchireddy Palam (Id: C-24730)",27,26,56,73,0,43,67,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,142,292
741,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Veda and Sanskrit College, Mulapet, Nellore (Id: C-24731)",49,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,88,137
742,"Andhra Pradesh","Vikram Simhapuri University, Nellore (Id: U-0044)","Doddapaneni Prameela Memorial College of Education, A.S.Peta, Atmakur, (Id: C-24732)",0,0,0,0,0,0,0,0,0,0,39,53,0,0,0,0,0,0,0,0,0,0,0,0,39,53,92
