state_name,state_id,district_name,lg_dt_code,medium,micro,small,total
UTTARAKHAND,5,"TEHRI GARHWAL",55,3,10671,51,10725
"WEST BENGAL",19,COOCHBEHAR,308,3,40333,232,40568
"WEST BENGAL",19,DARJEELING,309,33,46957,746,47736
"WEST BENGAL",19,HOWRAH,313,31,71230,914,72175
"WEST BENGAL",19,KALIMPONG,702,0,5535,13,5548
"WEST BENGAL",19,KOLKOTA,315,533,126864,5352,132749
"WEST BENGAL",19,"PURBA BARDHAMAN",306,10,70177,543,70730
"ANDAMAN AND NICOBAR ISLANDS",35,"NORTH AND MIDDLE ANDAMAN",632,0,2108,2,2110
DELHI,7,"NORTH EAST",81,39,46790,576,47405
DELHI,7,"SOUTH EAST",670,51,30657,572,31280
"JAMMU AND KASHMIR",1,KATHUA,7,4,20097,98,20199
"JAMMU AND KASHMIR",1,POONCH,10,0,9171,27,9198
"JAMMU AND KASHMIR",1,PULWAMA,11,13,23058,149,23220
"JAMMU AND KASHMIR",1,RAJOURI,12,1,12592,53,12646
"JAMMU AND KASHMIR",1,RAMBAN,621,0,9183,21,9204
"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",38,"DADRA AND NAGAR HAVELI",465,7,13475,150,13632
"ANDHRA PRADESH",28,Annamayya,753,4,40730,98,40832
"ANDHRA PRADESH",28,Eluru,748,6,43783,168,43957
"ANDHRA PRADESH",28,NTR,749,14,63377,296,63687
"ANDHRA PRADESH",28,VIZIANAGARAM,521,5,40506,231,40742
"ANDHRA PRADESH",28,Y.S.R,504,15,72158,504,72677
"ARUNACHAL PRADESH",12,CHANGLANG,229,0,874,4,878
"ARUNACHAL PRADESH",12,"DIBANG VALLEY",230,0,132,4,136
"ARUNACHAL PRADESH",12,LOHIT,234,0,746,3,749
"ARUNACHAL PRADESH",12,"LOWER SUBANSIRI",236,1,893,8,902
"ARUNACHAL PRADESH",12,NAMSAI,678,0,1408,6,1414
"ARUNACHAL PRADESH",12,"PAPUM PARE",237,9,6319,133,6461
"ARUNACHAL PRADESH",12,"WEST KAMENG",242,0,1525,8,1533
"ARUNACHAL PRADESH",12,"WEST SIANG",243,0,728,13,741
ASSAM,18,DARRANG,283,2,23643,148,23793
ASSAM,18,"WEST KARBI ANGLONG",710,102,3210,16,3328
BIHAR,10,BANKA,190,1,21756,75,21832
BIHAR,10,"KAIMUR (BHABUA)",200,2,13721,152,13875
BIHAR,10,MUNGER,207,0,16676,57,16733
BIHAR,10,PATNA,212,110,154260,1787,156157
BIHAR,10,PURNIA,214,41,52115,588,52744
BIHAR,10,ROHTAS,215,5,33202,300,33507
BIHAR,10,SITAMARHI,221,5,36891,195,37091
BIHAR,10,VAISHALI,224,6,49368,245,49619
CHHATTISGARH,22,"BALOD BAZAR",644,2,17837,107,17946
CHHATTISGARH,22,BEMETARA,650,1,11211,52,11264
CHHATTISGARH,22,DANTEWADA,376,0,3633,28,3661
CHHATTISGARH,22,"Gaurella Pendra Marwahi",734,0,3526,15,3541
CHHATTISGARH,22,KORBA,383,29,24307,292,24628
CHHATTISGARH,22,RAJNANDAGAON,388,3,24868,189,25060
GOA,30,"NORTH GOA",551,28,40913,452,41393
GUJARAT,24,CHHOTAUDEPUR,668,0,8711,59,8770
GUJARAT,24,DANG,444,0,1638,12,1650
GUJARAT,24,NAVSARI,453,10,28326,226,28562
GUJARAT,24,"PANCH MAHALS",454,6,24633,168,24807
GUJARAT,24,SURAT,459,266,278722,4367,283355
HARYANA,6,BHIWANI,59,6,33745,307,34058
HARYANA,6,JIND,65,11,38548,380,38939
HARYANA,6,KURUKSHETRA,68,12,48680,325,49017
HARYANA,6,YAMUNANAGAR,76,12,48630,418,49060
"HIMACHAL PRADESH",2,HAMIRPUR,17,2,12141,79,12222
JHARKHAND,20,GIRIDIH,329,6,37452,179,37637
JHARKHAND,20,GODDA,330,1,13277,61,13339
JHARKHAND,20,"KHUNTI ",606,0,5550,23,5573
KARNATAKA,29,BELAGAVI,527,35,112567,740,113342
KARNATAKA,29,"BENGALURU (RURAL)",526,50,82049,779,82878
KARNATAKA,29,DAVANGERE,535,19,47078,408,47505
KARNATAKA,29,KODAGU,541,9,15853,180,16042
KERALA,32,IDUKKI,556,13,25298,308,25619
KERALA,32,KASARAGOD,558,5,26087,195,26287
KERALA,32,KOLLAM,559,14,48201,607,48822
KERALA,32,KOZHIKODE,561,44,70840,828,71712
KERALA,32,THRISSUR,566,44,67802,831,68677
"MADHYA PRADESH",23,BHIND,395,2,18083,80,18165
"MADHYA PRADESH",23,BURHANPUR,397,2,15252,87,15341
"MADHYA PRADESH",23,DATIA,401,0,12936,77,13013
"MADHYA PRADESH",23,HARDA,408,0,12870,111,12981
"MADHYA PRADESH",23,JABALPUR,411,35,65242,593,65870
"MADHYA PRADESH",23,MANDLA,415,0,14720,72,14792
"MADHYA PRADESH",23,REWA,424,4,38216,222,38442
"MADHYA PRADESH",23,SAGAR,425,15,44242,303,44560
"MADHYA PRADESH",23,SATNA,426,16,33331,283,33630
MAHARASHTRA,27,AKOLA,467,19,60885,344,61248
MAHARASHTRA,27,AURANGABAD,469,59,200645,1189,201893
MAHARASHTRA,27,DHULE,474,11,50956,341,51308
MAHARASHTRA,27,GADCHIROLI,475,3,19133,102,19238
MAHARASHTRA,27,HINGOLI,477,4,29446,185,29635
MAHARASHTRA,27,"MUMBAI ",482,1038,283558,8376,292972
MAHARASHTRA,27,"NAN DED",485,19,87629,556,88204
MAHARASHTRA,27,PARBHANI,489,7,52002,241,52250
MAHARASHTRA,27,PUNE,490,445,786993,6743,794181
MAHARASHTRA,27,SANGLI,493,20,121953,802,122775
MAHARASHTRA,27,THANE,497,341,533652,4971,538964
MANIPUR,14,CHANDEL,253,1,1081,10,1092
MANIPUR,14,KAMJONG,717,0,212,0,212
MANIPUR,14,KANGPOKPI,712,0,1692,0,1692
MANIPUR,14,PHERZAWL,715,0,35,0,35
MEGHALAYA,17,"EAST JAINTIA HILLS",657,2,2186,31,2219
MEGHALAYA,17,"EAST KHASI HILLS",274,12,12234,170,12416
MEGHALAYA,17,"WEST GARO HILLS",278,1,6655,37,6693
MEGHALAYA,17,"WEST JAINTIA HILLS",275,0,3485,11,3496
MIZORAM,15,Khawzawl,728,0,391,1,392
MIZORAM,15,LUNGLEI,265,1,2518,10,2529
MIZORAM,15,Saitual,727,0,600,0,600
NAGALAND,13,KOHIMA,245,1,5345,24,5370
NAGALAND,13,MON,247,0,2180,3,2183
NAGALAND,13,PEREN,613,0,1170,0,1170
NAGALAND,13,Shamator,765,0,190,0,190
NAGALAND,13,TUENSANG,249,0,1276,0,1276
NAGALAND,13,ZUNHEBOTO,251,0,1138,2,1140
ODISHA,21,DEOGARH,351,1,6242,18,6261
ODISHA,21,GAJAPATI,353,2,8348,32,8382
ODISHA,21,KENDRAPARA,360,8,32494,119,32621
ODISHA,21,NUAPADA,368,0,10531,51,10582
ODISHA,21,SONEPUR,372,1,11408,55,11464
ODISHA,21,SUNDARGARH,373,54,45013,626,45693
PUNJAB,3,BATHINDA,28,24,51686,489,52199
PUNJAB,3,LUDHIANA,36,121,172550,2415,175086
PUNJAB,3,MALERKOTLA,737,1,9999,31,10031
PUNJAB,3,MOGA,38,7,39132,194,39333
PUNJAB,3,SANGRUR,43,9,45040,360,45409
PUNJAB,3,"SAS NAGAR",608,65,91827,751,92643
PUNJAB,3,"SHAHID BHAGAT SINGH NAGAR",40,1,23199,91,23291
RAJASTHAN,8,BARMER,90,31,46693,449,47173
RAJASTHAN,8,BHARATPUR,91,7,36639,291,36937
RAJASTHAN,8,BIKANER,93,29,81724,793,82546
RAJASTHAN,8,BUNDI,94,6,24393,186,24585
RAJASTHAN,8,DAUSA,97,8,35286,174,35468
RAJASTHAN,8,JAIPUR,102,301,359440,3987,363728
RAJASTHAN,8,JHALAWAR,105,5,32220,243,32468
RAJASTHAN,8,Kekri,86,0,1278,5,1283
RAJASTHAN,8,KOTA,109,44,69998,862,70904
RAJASTHAN,8,PALI,111,12,53183,352,53547
RAJASTHAN,8,SIROHI,115,6,25301,126,25433
SIKKIM,11,Gyalshing,228,0,1603,5,1608
"TAMIL NADU",33,CUDDALORE,570,16,83471,352,83839
"TAMIL NADU",33,DHARMAPURI,571,6,61173,230,61409
"TAMIL NADU",33,DINDIGUL,572,11,77240,471,77722
"TAMIL NADU",33,Kallakurichi,729,2,26633,94,26729
"TAMIL NADU",33,KANNIYAKUMARI,575,12,68416,421,68849
"TAMIL NADU",33,Mayiladuthurai,735,1,25721,69,25791
"TAMIL NADU",33,NAMAKKAL,580,37,62054,665,62756
"TAMIL NADU",33,PERAMBALUR,581,3,15988,107,16098
"TAMIL NADU",33,RAMANATHAPURAM,583,6,37962,155,38123
"TAMIL NADU",33,SIVAGANGA,585,7,41283,184,41474
"TAMIL NADU",33,VILLUPURAM,596,13,68418,321,68752
TELANGANA,36,"KOMARAM BHEEM ASIFABAD",699,0,10228,27,10255
TELANGANA,36,MANCHERIAL,684,2,26965,108,27075
TELANGANA,36,MEDAK,513,4,22212,123,22339
TELANGANA,36,VIKARABAD,698,0,22183,84,22267
TELANGANA,36,WANAPARTHY,693,0,14949,52,15001
TRIPURA,16,KHOWAI,652,0,5051,15,5066
TRIPURA,16,SEPAHIJALA,653,0,6885,46,6931
"UTTAR PRADESH",9,AGRA,118,93,109163,1114,110370
"UTTAR PRADESH",9,"AMBEDAKAR NAGAR",121,3,27483,149,27635
"UTTAR PRADESH",9,AMROHA,154,11,23276,202,23489
"UTTAR PRADESH",9,BAGHPAT,124,2,27123,101,27226
"UTTAR PRADESH",9,ETAWAH,139,5,22306,172,22483
"UTTAR PRADESH",9,FIROZABAD,143,8,35575,178,35761
"UTTAR PRADESH",9,"GAUTAM BUDDHA NAGAR",144,173,142539,1949,144661
"UTTAR PRADESH",9,GHAZIABAD,145,127,146274,1831,148232
"UTTAR PRADESH",9,HAMIRPUR,149,7,13512,110,13629
"UTTAR PRADESH",9,HARDOI,150,7,41249,224,41480
"UTTAR PRADESH",9,KASGANJ,633,1,16443,127,16571
"UTTAR PRADESH",9,MAHOBA,165,5,11286,93,11384
"UTTAR PRADESH",9,VARANASI,187,56,94157,1075,95288
UTTARAKHAND,5,CHAMPAWAT,48,1,5722,23,5746
UTTARAKHAND,5,HARIDWAR,50,21,59912,441,60374
UTTARAKHAND,5,NAINITAL,51,13,33096,320,33429
UTTARAKHAND,5,"RUDRA PRAYAG",54,0,5406,14,5420
UTTARAKHAND,5,"UDHAM SINGH NAGAR",56,15,61886,488,62389
"WEST BENGAL",19,"DAKSHIN DINAJPUR",310,3,20801,122,20926
"WEST BENGAL",19,JALPAIGURI,314,13,43553,332,43898
"WEST BENGAL",19,MALDA,316,8,58666,383,59057
"ANDAMAN AND NICOBAR ISLANDS",35,NIKOBARS,603,0,415,0,415
DELHI,7,"NORTH WEST",82,282,123679,2972,126933
"JAMMU AND KASHMIR",1,BANDIPORA,623,4,9582,15,9601
"JAMMU AND KASHMIR",1,BARAMULLA,3,3,32040,132,32175
"JAMMU AND KASHMIR",1,DODA,4,1,12022,20,12043
"JAMMU AND KASHMIR",1,JAMMU,5,37,66105,784,66926
"JAMMU AND KASHMIR",1,KISHTWAR,620,0,7253,19,7272
"JAMMU AND KASHMIR",1,KUPWARA,8,0,20349,45,20394
"JAMMU AND KASHMIR",1,SAMBA,624,6,11884,78,11968
"JAMMU AND KASHMIR",1,UDHAMPUR,14,3,13643,61,13707
LAKSHADWEEP,31,"LAKSHADWEEP DISTRICT",553,0,1234,0,1234
"ANDHRA PRADESH",28,Anakapalli,744,4,26410,78,26492
"ANDHRA PRADESH",28,ANANTHAPUR,502,10,85758,510,86278
"ANDHRA PRADESH",28,"EAST GODAVARI",505,33,75695,901,76629
"ANDHRA PRADESH",28,GUNTUR,506,56,86758,1113,87927
"ANDHRA PRADESH",28,KRISHNA,510,68,79731,1330,81129
"ANDHRA PRADESH",28,"Sri Sathya Sai",754,3,29903,70,29976
"ANDHRA PRADESH",28,Tirupati,752,9,51959,179,52147
"ARUNACHAL PRADESH",12,"EAST KAMENG",231,0,475,7,482
"ARUNACHAL PRADESH",12,"LOWER DIBANG VALLEY",235,0,914,7,921
"ARUNACHAL PRADESH",12,TAWANG,238,0,556,8,564
"ARUNACHAL PRADESH",12,TIRAP,239,0,297,4,301
"ARUNACHAL PRADESH",12,"UPPER SIANG",240,0,195,3,198
ASSAM,18,BAKSA,616,3,10628,23,10654
ASSAM,18,GOLAGHAT,288,1,22817,107,22925
ASSAM,18,HOJAI,709,1,16411,81,16493
ASSAM,18,JORHAT,290,7,20883,196,21086
ASSAM,18,SIVASAGAR,300,6,19193,120,19319
ASSAM,18,TINSUKIA,302,9,29013,236,29258
ASSAM,18,UDALGURI,617,0,11735,37,11772
BIHAR,10,BHAGALPUR,192,14,47128,319,47461
BIHAR,10,BHOJPUR,193,7,26621,206,26834
BIHAR,10,BUXAR,194,4,17421,145,17570
BIHAR,10,JAMUI,198,2,18590,92,18684
BIHAR,10,KATIHAR,201,8,39069,279,39356
BIHAR,10,"PURBI  CHAMPARAN",213,71,70130,488,70689
BIHAR,10,SHEIKHPURA,219,0,7608,32,7640
BIHAR,10,SHEOHAR,220,1,6828,22,6851
CHHATTISGARH,22,BALRAMPUR,649,0,6764,29,6793
CHHATTISGARH,22,KONDAGAON,643,2,7960,61,8023
CHHATTISGARH,22,RAIGARH,386,22,26585,376,26983
CHHATTISGARH,22,SAKTI,762,0,5113,14,5127
CHHATTISGARH,22,"SARANGARH BILAIGARH",763,0,4187,6,4193
CHHATTISGARH,22,SUKMA,642,0,1825,12,1837
GUJARAT,24,ARVALLI,672,0,14388,125,14513
GUJARAT,24,BHARUCH,442,27,49518,591,50136
GUJARAT,24,KACHCHH,449,111,79685,1727,81523
GUJARAT,24,PATAN,455,4,21172,237,21413
GUJARAT,24,TAPI,641,4,9514,89,9607
GUJARAT,24,VADODARA,461,100,159022,1623,160745
HARYANA,6,AMBALA,58,25,45279,456,45760
HARYANA,6,"CHARKI DADRI",701,2,7701,76,7779
HARYANA,6,FATEHABAD,61,9,30997,271,31277
HARYANA,6,GURUGRAM,62,326,130179,2997,133502
HARYANA,6,NUH,604,2,24536,208,24746
"HIMACHAL PRADESH",2,CHAMBA,16,2,9551,35,9588
"HIMACHAL PRADESH",2,KANGRA,18,6,34037,267,34310
"HIMACHAL PRADESH",2,MANDI,22,8,24341,149,24498
JHARKHAND,20,"GUMLA ",331,1,8564,50,8615
JHARKHAND,20,JAMTARA,333,1,7578,25,7604
JHARKHAND,20,"KODERMA ",334,4,16091,83,16178
JHARKHAND,20,"LOHARDAGA ",336,1,7807,41,7849
JHARKHAND,20,"PAKUR ",337,3,8153,52,8208
JHARKHAND,20,"WEST SINGHBHUM",343,1,17378,87,17466
KARNATAKA,29,BALLARI,528,29,45306,614,45949
KARNATAKA,29,"BENGALURU (URBAN)",525,785,455268,9035,465088
KARNATAKA,29,CHIKKAMAGALURU,532,7,29424,287,29718
KARNATAKA,29,GADAG,537,2,24984,161,25147
KARNATAKA,29,HAVERI,540,10,39230,323,39563
KARNATAKA,29,KOPPAL,543,2,26265,324,26591
KARNATAKA,29,MANDYA,544,2,42666,292,42960
KARNATAKA,29,RAMANAGARA,631,7,29209,166,29382
KARNATAKA,29,TUMAKURU,548,11,66804,505,67320
KARNATAKA,29,VIJAYANAGAR,738,1,18507,112,18620
KARNATAKA,29,YADGIR,635,4,20872,166,21042
KERALA,32,KOTTAYAM,560,23,40787,595,41405
KERALA,32,PALAKKAD,563,19,59641,566,60226
KERALA,32,WAYANAD,567,5,20172,197,20374
"MADHYA PRADESH",23,ASHOKNAGAR,391,2,15030,78,15110
"MADHYA PRADESH",23,BALAGHAT,392,2,29824,125,29951
"MADHYA PRADESH",23,CHHINDWARA,399,13,47543,303,47859
"MADHYA PRADESH",23,DINDORI,404,0,7465,23,7488
"MADHYA PRADESH",23,"EAST NIMAR",405,3,25609,168,25780
"MADHYA PRADESH",23,GWALIOR,407,33,72089,687,72809
"MADHYA PRADESH",23,INDORE,410,151,178948,2212,181311
"MADHYA PRADESH",23,KATNI,413,9,22147,228,22384
"MADHYA PRADESH",23,MAUGANJ,766,0,1656,2,1658
"MADHYA PRADESH",23,MORENA,417,1,28219,174,28394
"MADHYA PRADESH",23,NEEMUCH,419,4,25866,183,26053
"MADHYA PRADESH",23,PANNA,420,0,11865,36,11901
"MADHYA PRADESH",23,RAJGARH,422,12,46566,283,46861
"MADHYA PRADESH",23,SEHORE,427,5,35561,227,35793
"MADHYA PRADESH",23,SINGRAULI,638,3,18304,147,18454
"MADHYA PRADESH",23,TIKAMGARH,434,4,12667,86,12757
"MADHYA PRADESH",23,UJJAIN,435,17,70725,435,71177
MAHARASHTRA,27,AMRAVATI,468,13,85666,548,86227
MAHARASHTRA,27,BHANDARA,471,5,36613,124,36742
MAHARASHTRA,27,JALNA,479,22,72999,394,73415
MAHARASHTRA,27,NANDURBAR,486,4,26728,208,26940
MAHARASHTRA,27,OSMANABAD,488,4,61320,213,61537
MAHARASHTRA,27,SATARA,494,29,130572,625,131226
MAHARASHTRA,27,SINDHUDURG,495,1,33315,79,33395
MAHARASHTRA,27,SOLAPUR,496,34,190374,1107,191515
MAHARASHTRA,27,WASHIM,499,10,30851,200,31061
MANIPUR,14,CHURACHANDPUR,254,0,3049,13,3062
MANIPUR,14,"IMPHAL WEST",256,8,16641,156,16805
MANIPUR,14,JIRIBAM,713,0,380,0,380
MANIPUR,14,THOUBAL,259,1,7059,27,7087
MEGHALAYA,17,"NORTH GARO HILLS",656,1,1423,6,1430
MEGHALAYA,17,"RI BHOI",276,5,3034,22,3061
MEGHALAYA,17,"WEST KHASI HILLS",279,0,1540,4,1544
MIZORAM,15,Hnahthial,726,0,328,0,328
NAGALAND,13,DIMAPUR,244,10,9266,90,9366
NAGALAND,13,KIPHRIE,614,0,928,0,928
NAGALAND,13,Niuland,764,0,343,0,343
NAGALAND,13,Noklak,736,0,315,0,315
ODISHA,21,ANGUL,344,19,32309,339,32667
ODISHA,21,BALESHWAR,346,5,55906,363,56274
ODISHA,21,CUTTACK,350,45,77081,806,77932
ODISHA,21,DHENKANAL,352,2,26717,135,26854
ODISHA,21,GANJAM,354,12,73202,493,73707
ODISHA,21,KHORDHA,362,123,109526,1460,111109
ODISHA,21,"MALKANGIRI  ",364,0,10753,52,10805
ODISHA,21,MAYURBHANJ,365,3,37223,211,37437
ODISHA,21,RAYAGADA,370,1,13889,93,13983
PUNJAB,3,FIROZEPUR,31,2,33152,163,33317
PUNJAB,3,KAPURTHALA,35,3,35287,181,35471
RAJASTHAN,8,AJMER,86,34,99872,718,100624
RAJASTHAN,8,ALWAR,87,33,100867,845,101745
RAJASTHAN,8,Balotra,775,2,4990,26,5018
RAJASTHAN,8,BARAN,89,17,22520,236,22773
RAJASTHAN,8,BHILWARA,92,23,85902,591,86516
RAJASTHAN,8,"Jodhpur Gramin",107,1,4212,12,4225
RAJASTHAN,8,Kotputli-Behror,782,2,8313,19,8334
RAJASTHAN,8,Phalodi,772,1,4261,17,4279
RAJASTHAN,8,RAJSAMAND,112,0,35104,151,35255
RAJASTHAN,8,Sanchor,104,0,1578,7,1585
RAJASTHAN,8,"SAWAI MADHOPUR",113,1,24677,185,24863
RAJASTHAN,8,UDAIPUR,117,38,88491,712,89241
SIKKIM,11,Pakyong,741,0,1584,4,1588
"TAMIL NADU",33,ARIYALUR,610,6,22969,111,23086
"TAMIL NADU",33,ERODE,573,30,79740,754,80524
"TAMIL NADU",33,NAGAPATTINAM,579,0,27787,98,27885
"TAMIL NADU",33,Ranipet,731,4,31198,107,31309
"TAMIL NADU",33,Tirupathur,732,1,34094,80,34175
"TAMIL NADU",33,TUTICORIN,594,22,61883,434,62339
TELANGANA,36,KAMAREDDY,685,2,23650,95,23747
TELANGANA,36,KARIMNAGAR,508,4,48635,292,48931
TELANGANA,36,MAHABUBABAD,688,1,19259,69,19329
TELANGANA,36,MAHABUBNAGAR,512,7,35620,190,35817
TELANGANA,36,NAGARKURNOOL,694,0,18994,74,19068
TELANGANA,36,NALGONDA,514,12,60844,276,61132
TELANGANA,36,Nirmal,680,2,19365,89,19456
TELANGANA,36,Warangal,522,5,33717,118,33840
TRIPURA,16,GOMATI,654,1,7795,31,7827
TRIPURA,16,"NORTH TRIPURA",270,0,10240,44,10284
TRIPURA,16,"SOUTH TRIPURA",271,0,7040,34,7074
TRIPURA,16,"WEST TRIPURA",272,16,21889,280,22185
"UTTAR PRADESH",9,AURAIYA,122,2,16044,105,16151
"UTTAR PRADESH",9,DEORIA,137,5,40826,204,41035
"UTTAR PRADESH",9,FATEHPUR,142,3,24982,175,25160
"UTTAR PRADESH",9,GORAKHAPUR,148,41,79190,880,80111
"UTTAR PRADESH",9,"KANPUR NAGAR",157,104,112850,1595,114549
"UTTAR PRADESH",9,MEERUT,169,29,89038,739,89806
"UTTAR PRADESH",9,MUZAFFARNAGAR,172,32,56862,534,57428
"UTTAR PRADESH",9,PRAYAGRAJ,120,42,95625,768,96435
"UTTAR PRADESH",9,SHAMLI,660,1,24494,115,24610
"WEST BENGAL",19,ALIPURDUAR,664,2,23576,142,23720
"WEST BENGAL",19,BANKURA,305,7,35938,229,36174
"WEST BENGAL",19,PURULIA,321,2,25853,160,26015
"WEST BENGAL",19,"WEST MEDINIPUR",318,16,77369,625,78010
"ANDAMAN AND NICOBAR ISLANDS",35,"SOUTH ANDAMANS",602,3,11601,117,11721
CHANDIGARH,4,CHANDIGARH,44,85,48255,935,49275
DELHI,7,EAST,78,123,72986,1700,74809
DELHI,7,NORTH,80,121,42405,1592,44118
"JAMMU AND KASHMIR",1,ANANTNAG,1,21,39134,168,39323
"JAMMU AND KASHMIR",1,SHOPIAN,625,1,11105,65,11171
LADAKH,37,KARGIL,6,0,3709,15,3724
PUDUCHERRY,34,PONDICHERRY,600,21,38344,328,38693
"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",38,DIU,464,0,795,17,812
