StateName,state_id,DistrictName,DISTRICT_ID,TotalManufacturingUnit,TotalServiceUnit,_CreatedDate
SIKKIM,11,"SOUTH DISTRICT",256,63,111,NA
SIKKIM,11,"WEST DISTRICT",257,75,127,NA
"TAMIL NADU",33,ARIYALUR,584,1386,1888,NA
"TAMIL NADU",33,CHENNAI,569,48320,149498,NA
"TAMIL NADU",33,COIMBATORE,695,56418,59701,NA
"TAMIL NADU",33,CUDDALORE,585,8159,7658,NA
"TAMIL NADU",33,DHARMAPURI,572,7928,5792,NA
"TAMIL NADU",33,DINDIGUL,580,9884,10899,NA
"TAMIL NADU",33,ERODE,577,30845,19420,NA
"TAMIL NADU",33,KANCHIPURAM,570,22703,53711,NA
"TAMIL NADU",33,KANNIYAKUMARI,597,12288,14352,NA
"TAMIL NADU",33,KARUR,581,7083,5709,NA
"TAMIL NADU",33,KRISHNAGIRI,579,13177,11768,NA
"TAMIL NADU",33,MADURAI,591,24354,35026,NA
"TAMIL NADU",33,NAGAPATTINAM,586,2860,4714,NA
"TAMIL NADU",33,NAMAKKAL,576,14673,14025,NA
"TAMIL NADU",33,PERAMBALUR,583,1129,1552,NA
"TAMIL NADU",33,PUDUKKOTTAI,592,4329,5588,NA
"TAMIL NADU",33,RAMANATHAPURAM,594,2147,4360,NA
"TAMIL NADU",33,SALEM,575,45156,23741,NA
"TAMIL NADU",33,SIVAGANGA,590,3311,5514,NA
"TAMIL NADU",33,THANJAVUR,588,5995,9787,NA
"TAMIL NADU",33,"THE NILGIRISH",578,1134,1902,NA
"TAMIL NADU",33,THENI,696,4800,5625,NA
"TAMIL NADU",33,THIRUVALLUR,568,22037,36783,NA
"TAMIL NADU",33,THIRUVARUR,587,1937,4282,NA
"TAMIL NADU",33,TIRUCHIRAPPALLI,582,9945,17840,NA
"TAMIL NADU",33,TIRUNELVELI,589,12306,16336,NA
"TAMIL NADU",33,TIRUPPUR,596,68807,25465,NA
"TAMIL NADU",33,TIRUVANNAMALAI,573,6617,6717,NA
"TAMIL NADU",33,TUTICORIN,595,6449,12929,NA
"TAMIL NADU",33,VELLORE,571,17935,13599,NA
"TAMIL NADU",33,VILLUPURAM,574,8575,8017,NA
"TAMIL NADU",33,VIRUDHUNAGAR,593,17594,11504,NA
TELANGANA,36,ADILABAD,490,931,3637,NA
TELANGANA,36,"BHADRADRI KOTHAGUDEM",700,501,2014,NA
TELANGANA,36,HYDERABAD,494,20885,48880,NA
TELANGANA,36,Jagitial,701,1048,2350,NA
TELANGANA,36,JANGOAN,702,217,944,NA
TELANGANA,36,"JAYASHANKAR BHUPALAPALLY",703,313,1661,NA
TELANGANA,36,"JOGULAMBA GADWAL",704,308,866,NA
TELANGANA,36,KAMAREDDY,705,363,2884,NA
TELANGANA,36,KARIMNAGAR,492,5629,16270,NA
TELANGANA,36,KHAMMAM,499,2520,6082,NA
TELANGANA,36,"KOMARAM BHEEM ASIFABAD",706,164,396,NA
TELANGANA,36,MAHABUBABAD,707,235,1330,NA
TELANGANA,36,MAHABUBNAGAR,496,7029,6119,NA
TELANGANA,36,MANCHERIAL,708,505,2031,NA
TELANGANA,36,MEDAK,493,2755,3508,NA
TELANGANA,36,"MEDCHAL MALKAJGIRI",709,15738,16902,NA
TELANGANA,36,NAGARKURNOOL,710,340,1537,NA
TELANGANA,36,NALGONDA,497,4887,9963,NA
TELANGANA,36,Nirmal,711,237,1368,NA
TELANGANA,36,NIZAMABAD,491,2333,16223,NA
TELANGANA,36,PEDDAPALLI,712,1247,2871,NA
TELANGANA,36,"RAJANNA SIRCILLA",713,1702,2342,NA
TELANGANA,36,"RANGA REDDI",495,23940,30422,NA
TELANGANA,36,SANGAREDDY,714,2253,2592,NA
TELANGANA,36,SIDDIPET,715,886,2167,NA
TELANGANA,36,SURYAPET,716,851,3854,NA
TELANGANA,36,VIKARABAD,717,368,1122,NA
TELANGANA,36,WANAPARTHY,718,376,935,NA
TELANGANA,36,WARANGAL,498,3234,9205,NA
TELANGANA,36,"WARANGAL RURAL",721,654,2872,NA
TELANGANA,36,"WARANGAL URBAN",720,3106,11627,NA
TELANGANA,36,"YADADRI BHUVANAGIRI",719,1340,1294,NA
TRIPURA,16,DHALAI,298,230,209,NA
TRIPURA,16,GOMATI,647,206,307,NA
TRIPURA,16,KHOWAI,648,255,259,NA
TRIPURA,16,"NORTH TRIPURA",299,441,413,NA
TRIPURA,16,SEPAHIJALA,649,164,219,NA
TRIPURA,16,"SOUTH TRIPURA",297,264,322,NA
TRIPURA,16,UNAKOTI,650,249,198,NA
TRIPURA,16,"WEST TRIPURA",296,1435,1480,NA
"UTTAR PRADESH",9,AGRA,161,38203,33777,NA
"UTTAR PRADESH",9,ALIGARH,158,8397,8835,NA
"UTTAR PRADESH",9,"AMBEDAKAR NAGAR",194,2284,4216,NA
"UTTAR PRADESH",9,AMETHI,632,1051,1658,NA
"UTTAR PRADESH",9,AMROHA,152,2650,1506,NA
"UTTAR PRADESH",9,AURAIYA,178,1951,3866,NA
"UTTAR PRADESH",9,AZAMGARH,207,3521,5199,NA
"UTTAR PRADESH",9,BAGHPAT,154,1879,1447,NA
"UTTAR PRADESH",9,BAHRAICH,196,9457,11547,NA
"UTTAR PRADESH",9,BALLIA,209,1729,2757,NA
"UTTAR PRADESH",9,BALRAMPUR,198,735,3054,NA
"UTTAR PRADESH",9,BANDA,186,1779,1367,NA
"UTTAR PRADESH",9,BARABANKI,192,10472,8652,NA
"UTTAR PRADESH",9,BAREILLY,166,9911,9671,NA
"UTTAR PRADESH",9,BASTI,201,1691,4063,NA
"UTTAR PRADESH",9,BHADOHI,214,6334,9452,NA
"UTTAR PRADESH",9,BIJNOR,149,2309,2759,NA
"UTTAR PRADESH",9,BUDAUN,165,1427,2223,NA
"UTTAR PRADESH",9,BULANDSHAHAR,157,4598,5753,NA
"UTTAR PRADESH",9,CHANDAULI,212,3244,3960,NA
"UTTAR PRADESH",9,CHITRAKOOT,187,3554,818,NA
"UTTAR PRADESH",9,DEORIA,206,2368,3969,NA
"UTTAR PRADESH",9,ETAH,163,1622,1644,NA
"UTTAR PRADESH",9,ETAWAH,177,4080,5482,NA
"UTTAR PRADESH",9,FAIZABAD,193,1937,2492,NA
"UTTAR PRADESH",9,FARRUKHABAD,175,2111,2321,NA
"UTTAR PRADESH",9,FATEHPUR,188,3068,2799,NA
"UTTAR PRADESH",9,FIROZABAD,162,5970,3908,NA
"UTTAR PRADESH",9,"GAUTAM BUDDHA NAGAR",156,17808,22251,NA
"UTTAR PRADESH",9,GHAZIABAD,155,19225,21589,NA
"UTTAR PRADESH",9,GHAZIPUR,211,4806,14762,NA
"UTTAR PRADESH",9,GONDA,199,4230,9730,NA
"UTTAR PRADESH",9,GORAKHAPUR,204,4839,8773,NA
"UTTAR PRADESH",9,HAMIRPUR,184,778,1847,NA
"UTTAR PRADESH",9,HAPUR,697,3059,2165,NA
"UTTAR PRADESH",9,HARDOI,171,1965,2394,NA
"UTTAR PRADESH",9,HATHRAS,159,9279,6278,NA
"UTTAR PRADESH",9,JALAUN,181,1034,1925,NA
"UTTAR PRADESH",9,JAUNPUR,210,13563,29759,NA
"UTTAR PRADESH",9,JHANSI,182,3109,6916,NA
"UTTAR PRADESH",9,KANNAUJ,176,1928,3095,NA
"UTTAR PRADESH",9,"KANPUR DEHAT",634,1502,3474,NA
"UTTAR PRADESH",9,"KANPUR NAGAR",179,21296,18045,NA
"UTTAR PRADESH",9,KASGANJ,637,1375,939,NA
"UTTAR PRADESH",9,KAUSHAMBI,190,733,1027,NA
"UTTAR PRADESH",9,KUSHINAGAR,205,1738,3484,NA
"UTTAR PRADESH",9,"LAKHIMPUR KHERI",169,2235,4629,NA
"UTTAR PRADESH",9,LALITPUR,183,1413,2235,NA
"UTTAR PRADESH",9,LUCKNOW,173,13815,32902,NA
"UTTAR PRADESH",9,MAHARAJGANJ,203,2734,9391,NA
"UTTAR PRADESH",9,MAHOBA,185,505,598,NA
"UTTAR PRADESH",9,MAINPURI,164,1711,5897,NA
"UTTAR PRADESH",9,MATHURA,160,19474,15281,NA
"UTTAR PRADESH",9,MAU,208,1961,3883,NA
"UTTAR PRADESH",9,MEERUT,153,21635,14352,NA
"UTTAR PRADESH",9,MIRZAPUR,215,13270,14473,NA
"UTTAR PRADESH",9,MORADABAD,150,13630,8851,NA
"UTTAR PRADESH",9,MUZAFFARNAGAR,148,5320,3961,NA
"UTTAR PRADESH",9,PILIBHIT,167,1588,1592,NA
"UTTAR PRADESH",9,PRATAPGARH,189,2250,7761,NA
"UTTAR PRADESH",9,PRAYAGRAJ,191,25529,28653,NA
"UTTAR PRADESH",9,"RAE BARELI",174,1640,3216,NA
"UTTAR PRADESH",9,RAMPUR,151,4205,2671,NA
"UTTAR PRADESH",9,SAHARANPUR,147,8310,6073,NA
"UTTAR PRADESH",9,SAMBHAL,633,1625,1143,NA
"UTTAR PRADESH",9,"SANT KABEER NAGAR",202,2538,3798,NA
"UTTAR PRADESH",9,SHAHJAHANPUR,168,1423,1827,NA
"UTTAR PRADESH",9,SHAMLI,180,1874,2219,NA
"UTTAR PRADESH",9,SHRAVASTI,197,413,930,NA
"UTTAR PRADESH",9,SIDDHARTHNAGAR,200,3654,6381,NA
"UTTAR PRADESH",9,SITAPUR,170,3223,5816,NA
"UTTAR PRADESH",9,SONBHADRA,216,12542,12530,NA
"UTTAR PRADESH",9,SULTANPUR,195,2053,3758,NA
"UTTAR PRADESH",9,UNNAO,172,2404,3600,NA
"UTTAR PRADESH",9,VARANASI,213,14477,16077,NA
UTTARAKHAND,5,ALMORA,83,403,831,NA
UTTARAKHAND,5,BAGESHWAR,82,410,426,NA
UTTARAKHAND,5,CHAMOLI,76,379,360,NA
UTTARAKHAND,5,CHAMPAWAT,84,352,449,NA
UTTARAKHAND,5,DEHRADUN,79,3735,8867,NA
UTTARAKHAND,5,HARIDWAR,87,4606,4274,NA
UTTARAKHAND,5,NAINITAL,85,1350,2402,NA
UTTARAKHAND,5,"PAURI GARHWAL",80,3169,1785,NA
UTTARAKHAND,5,PITHORAGARH,81,534,527,NA
UTTARAKHAND,5,"RUDRA PRAYAG",77,274,466,NA
UTTARAKHAND,5,"TEHRI GARHWAL",78,522,877,NA
UTTARAKHAND,5,"UDHAM SINGH NAGAR",86,4837,4909,NA
UTTARAKHAND,5,UTTARKASHI,75,328,786,NA
"WEST BENGAL",19,ALIPURDUAR,638,5130,2616,NA
"WEST BENGAL",19,BANKURA,342,2632,3133,NA
"WEST BENGAL",19,BIRBHUM,337,4742,11628,NA
"WEST BENGAL",19,COOCHBEHAR,332,3790,4356,NA
"WEST BENGAL",19,"DAKSHIN DINAJPUR",334,4319,3955,NA
"WEST BENGAL",19,DARJEELING,330,1437,3386,NA
"WEST BENGAL",19,"EAST MEDINIPUR",344,3537,3332,NA
"WEST BENGAL",19,HOOGHLY,341,5748,5994,NA
"WEST BENGAL",19,HOWRAH,345,11188,6734,NA
"WEST BENGAL",19,JALPAIGURI,331,1821,2970,NA
"WEST BENGAL",19,Jhargram,732,105,162,NA
"WEST BENGAL",19,KALIMPONG,733,40,141,NA
"WEST BENGAL",19,KOLKOTA,346,17600,23632,NA
"WEST BENGAL",19,MALDA,335,4192,3567,NA
"WEST BENGAL",19,MURSHIDABAD,336,3016,6939,NA
"WEST BENGAL",19,NADIA,339,4322,4301,NA
"WEST BENGAL",19,"NORTH 24 PRAGANAS",340,16818,14473,NA
"WEST BENGAL",19,"PASCHIM BARDHAMAN",734,1588,2992,NA
"WEST BENGAL",19,"PURBA BARDHAMAN",338,6053,24045,NA
"WEST BENGAL",19,PURULIA,343,2169,1451,NA
"WEST BENGAL",19,"SOUTH 24 PRAGANAS",347,18602,9350,NA
"WEST BENGAL",19,"UTTAR DINAJPUR",639,962,1952,NA
"WEST BENGAL",19,"WEST MEDINIPUR",333,4674,4051,NA
"ANDAMAN AND NICOBAR ISLANDS",35,NIKOBARS,603,43,100,NA
"ANDAMAN AND NICOBAR ISLANDS",35,"NORTH AND MIDDLE ANDAMAN",698,268,455,NA
"ANDAMAN AND NICOBAR ISLANDS",35,"SOUTH ANDAMANS",602,1687,3876,NA
CHANDIGARH,4,CHANDIGARH,74,4084,8968,NA
"DADAR AND NAGAR HAVELI",26,"DADRA AND NAGAR HAVELLI",454,2566,2645,NA
"DAMAN AND DIU",25,DAMAN,453,1920,1023,NA
"DAMAN AND DIU",25,DIU,452,45,145,NA
DELHI,7,CENTRAL,112,6607,6519,NA
DELHI,7,EAST,110,10846,14810,NA
DELHI,7,"NEW DELHI",111,7537,12322,NA
DELHI,7,NORTH,108,8397,6258,NA
DELHI,7,"NORTH EAST",109,5883,6360,NA
DELHI,7,"NORTH WEST",107,18944,17018,NA
DELHI,7,SHAHDARA,626,1891,1260,NA
DELHI,7,"SOUTH ",115,9040,20121,NA
DELHI,7,"SOUTH EAST",627,1531,3172,NA
DELHI,7,"SOUTH WEST",114,6944,14359,NA
DELHI,7,WEST,113,13236,15616,NA
"JAMMU AND KASHMIR",1,ANANTNAG,36,115,258,NA
"JAMMU AND KASHMIR",1,BADGAM,34,135,774,NA
"JAMMU AND KASHMIR",1,BANDIPORA,604,25,77,NA
"JAMMU AND KASHMIR",1,BARAMULLA,32,135,660,NA
"JAMMU AND KASHMIR",1,DODA,39,21,64,NA
"JAMMU AND KASHMIR",1,GANDERBAL,605,88,128,NA
"JAMMU AND KASHMIR",1,JAMMU,43,1330,2173,NA
"JAMMU AND KASHMIR",1,KARGIL,38,23,23,NA
"JAMMU AND KASHMIR",1,KATHUA,44,259,302,NA
"JAMMU AND KASHMIR",1,KISHTWAR,606,25,97,NA
"JAMMU AND KASHMIR",1,KULGAM,607,15,81,NA
"JAMMU AND KASHMIR",1,KUPWARA,31,20,62,NA
"JAMMU AND KASHMIR",1,"LEH LADAKH",37,35,58,NA
"JAMMU AND KASHMIR",1,POONCH,41,61,774,NA
"JAMMU AND KASHMIR",1,PULWAMA,35,85,135,NA
"JAMMU AND KASHMIR",1,RAJAURI,42,68,285,NA
"JAMMU AND KASHMIR",1,RAMBAN,608,26,50,NA
"JAMMU AND KASHMIR",1,REASI,609,19,95,NA
"JAMMU AND KASHMIR",1,SAMBA,610,399,133,NA
"JAMMU AND KASHMIR",1,SHOPIAN,611,16,48,NA
"JAMMU AND KASHMIR",1,SRINAGAR,33,658,1181,NA
"JAMMU AND KASHMIR",1,UDHAMPUR,40,110,133,NA
LADAKH,37,KARGIL,750,38,32,NA
LADAKH,37,"LEH LADAKH",751,33,35,NA
LAKSHADWEEP,31,"LAKSHADWEEP DISTRICT",553,58,54,NA
PUDUCHERRY,34,KARAIKAL,601,417,678,NA
PUDUCHERRY,34,MAHE,600,25,26,NA
PUDUCHERRY,34,PONDICHERRY,599,4348,6042,NA
PUDUCHERRY,34,YANAM,598,48,20,NA
