state_name,state_id,district_name,lg_dt_code,medium,micro,small,total
MANIPUR,14,"IMPHAL EAST",255,0,14226,23,14249
MANIPUR,14,TAMENGLONG,258,0,665,4,669
MANIPUR,14,THOUBAL,259,0,6704,6,6710
MEGHALAYA,17,"EAST GARO HILLS",273,0,1174,2,1176
MEGHALAYA,17,"EAST JAINTIA HILLS",657,0,801,5,806
MEGHALAYA,17,"WEST GARO HILLS",278,0,1830,15,1845
MEGHALAYA,17,"WEST KHASI HILLS",279,0,701,3,704
MIZORAM,15,AIZAWL,261,2,3445,26,3473
MIZORAM,15,LAWNGTLAI,264,0,258,0,258
MIZORAM,15,SAIHA,267,0,129,1,130
NAGALAND,13,PEREN,613,0,394,0,394
NAGALAND,13,Tseminyu,757,0,183,0,183
ODISHA,21,BALANGIR,345,8,9260,99,9367
ODISHA,21,BHADRAK,348,4,12903,37,12944
ODISHA,21,BOUDH,349,0,2414,11,2425
ODISHA,21,GANJAM,354,4,23193,178,23375
ODISHA,21,JAJAPUR,356,8,12036,82,12126
ODISHA,21,KHORDHA,362,54,26849,455,27358
ODISHA,21,NUAPADA,368,0,2517,20,2537
PUNJAB,3,AMRITSAR,27,43,31570,458,32071
PUNJAB,3,"FATEHGARH SAHIB",30,131,7057,397,7585
PUNJAB,3,GURDASPUR,32,5,12685,91,12781
PUNJAB,3,HOSHIARPUR,33,8,12662,111,12781
PUNJAB,3,MALERKOTLA,737,2,4477,10,4489
PUNJAB,3,MOGA,38,10,14409,86,14505
PUNJAB,3,"TARN TARAN",609,5,9721,30,9756
RAJASTHAN,8,AJMER,86,37,40627,640,41304
RAJASTHAN,8,Anoopgarh,100,0,1056,3,1059
RAJASTHAN,8,BARMER,90,21,20056,458,20535
RAJASTHAN,8,BHILWARA,92,65,37950,571,38586
RAJASTHAN,8,BUNDI,94,14,9457,50,9521
RAJASTHAN,8,DUNGARPUR,99,3,5834,11,5848
RAJASTHAN,8,JAIPUR,102,287,168149,3378,171814
RAJASTHAN,8,KOTA,109,26,22322,353,22701
RAJASTHAN,8,Kotputli-Behror,782,1,2647,3,2651
RAJASTHAN,8,PALI,111,21,22965,294,23280
RAJASTHAN,8,PRATAPGARH,629,0,5993,26,6019
SIKKIM,11,Gyalshing,228,0,293,0,293
SIKKIM,11,Namchi,227,1,787,8,796
"TAMIL NADU",33,KRISHNAGIRI,577,39,33340,529,33908
"TAMIL NADU",33,PERAMBALUR,581,4,4253,53,4310
"TAMIL NADU",33,TIRUPPUR,634,169,91560,2450,94179
"TAMIL NADU",33,TUTICORIN,594,18,19861,251,20130
TELANGANA,36,"BHADRADRI KOTHAGUDEM",690,2,5735,36,5773
TELANGANA,36,HYDERABAD,507,435,51316,2422,54173
TELANGANA,36,KAMAREDDY,685,3,4999,44,5046
TELANGANA,36,"KOMARAM BHEEM ASIFABAD",699,2,2481,20,2503
TELANGANA,36,MEDAK,513,12,5477,146,5635
TELANGANA,36,Nirmal,680,4,7164,34,7202
TELANGANA,36,PEDDAPALLI,682,1,5334,64,5399
TELANGANA,36,SURYAPET,696,5,5915,108,6028
TRIPURA,16,DHALAI,269,1,2904,4,2909
"UTTAR PRADESH",9,BALRAMPUR,127,0,3534,20,3554
"UTTAR PRADESH",9,FATEHPUR,142,1,7223,56,7280
"UTTAR PRADESH",9,FIROZABAD,143,17,20808,129,20954
"UTTAR PRADESH",9,"GAUTAM BUDDHA NAGAR",144,284,38789,2003,41076
"UTTAR PRADESH",9,HAPUR,661,23,11246,234,11503
"UTTAR PRADESH",9,HATHRAS,163,13,10380,129,10522
"UTTAR PRADESH",9,JAUNPUR,152,9,15737,43,15789
"UTTAR PRADESH",9,"KANPUR DEHAT",156,8,8796,112,8916
"UTTAR PRADESH",9,"KANPUR NAGAR",157,98,48480,1144,49722
"UTTAR PRADESH",9,LUCKNOW,162,76,42872,732,43680
"UTTAR PRADESH",9,MATHURA,167,15,27844,282,28141
"UTTAR PRADESH",9,PRATAPGARH,174,1,9785,26,9812
"UTTAR PRADESH",9,RAMPUR,176,13,12692,161,12866
"UTTAR PRADESH",9,"SANT KABEER NAGAR",178,3,7012,27,7042
"UTTAR PRADESH",9,SHAMLI,660,7,8092,49,8148
UTTARAKHAND,5,ALMORA,45,2,2092,9,2103
UTTARAKHAND,5,HARIDWAR,50,73,17365,538,17976
UTTARAKHAND,5,"UDHAM SINGH NAGAR",56,61,17324,718,18103
"WEST BENGAL",19,ALIPURDUAR,664,3,5596,41,5640
"WEST BENGAL",19,HOWRAH,313,63,42026,882,42971
"WEST BENGAL",19,"UTTAR DINAJPUR",311,7,9934,158,10099
"ANDAMAN AND NICOBAR ISLANDS",35,"SOUTH ANDAMANS",602,0,2231,31,2262
CHANDIGARH,4,CHANDIGARH,44,43,8696,327,9066
DELHI,7,NORTH,80,98,20781,1190,22069
DELHI,7,SHAHDARA,671,12,6898,181,7091
DELHI,7,WEST,85,103,35277,1198,36578
"JAMMU AND KASHMIR",1,BANDIPORA,623,0,7326,5,7331
"JAMMU AND KASHMIR",1,BARAMULLA,3,1,14354,23,14378
"JAMMU AND KASHMIR",1,BUDGAM,2,0,21104,35,21139
"JAMMU AND KASHMIR",1,KATHUA,7,11,3727,77,3815
LAKSHADWEEP,31,"LAKSHADWEEP DISTRICT",553,0,195,0,195
PUDUCHERRY,34,PONDICHERRY,600,28,8227,197,8452
PUDUCHERRY,34,YANAM,600,1,221,9,231
