StateName,state_id,DistrictName,DISTRICT_ID,TotalUAM,General,SC,ST,OBC,_CreatedDate
MAHARASHTRA,27,PARBHANI,471,9439,5594,1049,93,2703,2022-04-01T08:30:32.040
MAHARASHTRA,27,RAIGAD,478,49166,38159,2658,384,7965,2022-04-01T08:30:32.040
MAHARASHTRA,27,SATARA,485,21465,14837,1529,177,4922,2022-04-01T08:30:32.040
MANIPUR,14,SENAPATI,279,591,78,3,510,0,2022-04-01T08:30:40.870
MEGHALAYA,17,"SOUTH WEST  GARO HILLS",642,14,5,2,7,0,2022-04-01T08:30:41.230
MEGHALAYA,17,"SOUTH WEST KHASI HILLS",643,35,2,0,33,0,2022-04-01T08:30:41.230
NAGALAND,13,KIPHRIE,644,11,2,0,9,0,2022-04-01T08:30:41.620
NAGALAND,13,MON,271,19,3,0,16,0,2022-04-01T08:30:41.620
NAGALAND,13,PEREN,646,10,4,0,6,0,2022-04-01T08:30:41.620
NAGALAND,13,ZUNHEBOTO,274,9,6,0,3,0,2022-04-01T08:30:41.620
ODISHA,21,ANGUL,15,2697,2077,89,35,496,2022-04-01T08:30:41.810
ODISHA,21,DEOGARH,4,200,142,3,7,48,2022-04-01T08:30:41.810
ODISHA,21,JAJAPUR,13,2704,2187,125,18,374,2022-04-01T08:30:41.810
ODISHA,21,KENDRAPARA,10,1193,923,75,3,192,2022-04-01T08:30:41.810
ODISHA,21,KORAPUT,29,1152,874,107,52,119,2022-04-01T08:30:41.810
