StateName,state_id,DistrictName,DISTRICT_ID,TotalNoOfApplication,TotalNoOf_Micro,TotalNoOf_Small,TotalNoOf_Medium,_CreatedDate
PUNJAB,3,BATHINDA,60,3782,3185,575,22,NA
PUNJAB,3,FARIDKOT,61,1382,1218,153,11,NA
PUNJAB,3,"FATEHGARH SAHIB",69,1741,1227,482,32,NA
PUNJAB,3,FAZILKA,62,1200,1022,169,9,NA
PUNJAB,3,FIROZEPUR,63,1422,1243,175,4,NA
PUNJAB,3,GURDASPUR,59,1733,1476,250,7,NA
PUNJAB,3,HOSHIARPUR,64,2474,2211,254,9,NA
PUNJAB,3,JALANDHAR,65,11551,9598,1895,58,NA
PUNJAB,3,KAPURTHALA,66,2688,2441,243,4,NA
PUNJAB,3,LUDHIANA,67,35069,27307,7499,263,NA
PUNJAB,3,MANSA,70,2133,1905,227,1,NA
PUNJAB,3,MOGA,71,2327,2021,299,7,NA
PUNJAB,3,PATHANKOT,615,413,333,74,6,NA
PUNJAB,3,PATIALA,616,6727,5866,835,26,NA
PUNJAB,3,RUPNAGAR,617,874,731,139,4,NA
PUNJAB,3,SANGRUR,68,4566,3833,717,16,NA
PUNJAB,3,"SAS NAGAR",72,7178,5594,1504,80,NA
PUNJAB,3,"SHAHID BHAGAT SINGH NAGAR",614,1458,1358,94,6,NA
PUNJAB,3,"SRI MUKTSAR SAHIB",73,1436,1233,194,9,NA
PUNJAB,3,"TARN TARAN",618,1532,1465,65,2,NA
RAJASTHAN,8,AJMER,136,11431,9244,2131,56,NA
RAJASTHAN,8,ALWAR,121,11756,8988,2580,188,NA
RAJASTHAN,8,BANSWARA,612,1745,1655,84,6,NA
RAJASTHAN,8,BARAN,145,1679,1609,69,1,NA
RAJASTHAN,8,BARMER,132,6890,5845,1030,15,NA
RAJASTHAN,8,BHARATPUR,122,4363,3923,424,16,NA
RAJASTHAN,8,BHILWARA,139,13263,11875,1286,102,NA
RAJASTHAN,8,BIKANER,118,9590,8624,932,34,NA
RAJASTHAN,8,BUNDI,138,1737,1591,133,13,NA
RAJASTHAN,8,CHITTORGARH,143,3424,3037,375,12,NA
RAJASTHAN,8,CHURU,119,4020,3724,293,3,NA
RAJASTHAN,8,DAUSA,126,4258,4036,217,5,NA
RAJASTHAN,8,DHOLPUR,123,1420,1278,137,5,NA
RAJASTHAN,8,DUNGARPUR,142,1423,1349,71,3,NA
RAJASTHAN,8,GANGANAGAR,116,5660,5301,345,14,NA
RAJASTHAN,8,HANUMANGARH,117,5869,5574,287,8,NA
RAJASTHAN,8,JAIPUR,127,84065,77354,6418,293,NA
RAJASTHAN,8,JAISALMER,131,972,845,124,3,NA
RAJASTHAN,8,JALORE,133,2754,2129,612,13,NA
RAJASTHAN,8,JHALAWAR,146,1528,1434,93,1,NA
RAJASTHAN,8,JHUNJHUNU,120,3412,3132,267,13,NA
RAJASTHAN,8,JODHPUR,130,22887,20365,2440,82,NA
RAJASTHAN,8,KARAULI,124,1714,1617,97,0,NA
RAJASTHAN,8,KOTA,144,7149,6431,678,40,NA
RAJASTHAN,8,NAGAUR,129,7853,7013,820,20,NA
RAJASTHAN,8,PALI,135,6445,5571,851,23,NA
RAJASTHAN,8,PRATAPGARH,625,808,769,35,4,NA
RAJASTHAN,8,RAJSAMAND,140,3548,2592,948,8,NA
RAJASTHAN,8,"SAWAI MADHOPUR",125,2010,1929,77,4,NA
RAJASTHAN,8,SIKAR,128,6548,5964,564,20,NA
RAJASTHAN,8,SIROHI,134,2697,2343,339,15,NA
RAJASTHAN,8,TONK,137,1469,1328,138,3,NA
RAJASTHAN,8,UDAIPUR,141,9605,8280,1246,79,NA
SIKKIM,11,"EAST DISTRICT",254,216,148,59,9,NA
SIKKIM,11,"NORTH DISTRICT",255,11,11,0,0,NA
SIKKIM,11,"SOUTH DISTRICT",256,63,37,17,9,NA
SIKKIM,11,"WEST DISTRICT",257,75,74,1,0,NA
"TAMIL NADU",33,ARIYALUR,584,1386,1319,63,4,NA
"TAMIL NADU",33,CHENNAI,569,48428,41404,6630,394,NA
"TAMIL NADU",33,COIMBATORE,695,56422,48068,8047,307,NA
"TAMIL NADU",33,CUDDALORE,585,8160,7472,662,26,NA
"TAMIL NADU",33,DHARMAPURI,572,7928,7428,486,14,NA
"TAMIL NADU",33,DINDIGUL,580,9885,8986,853,46,NA
"TAMIL NADU",33,ERODE,577,30845,28421,2326,98,NA
"TAMIL NADU",33,KANCHIPURAM,570,22703,19294,3188,221,NA
"TAMIL NADU",33,KANNIYAKUMARI,597,12288,11214,1038,36,NA
"TAMIL NADU",33,KARUR,581,7083,5968,1083,32,NA
"TAMIL NADU",33,KRISHNAGIRI,579,13177,10777,2290,110,NA
"TAMIL NADU",33,MADURAI,591,24356,22627,1675,54,NA
"TAMIL NADU",33,NAGAPATTINAM,586,2860,2598,258,4,NA
"TAMIL NADU",33,NAMAKKAL,576,14673,13123,1497,53,NA
"TAMIL NADU",33,PERAMBALUR,583,1129,968,161,0,NA
"TAMIL NADU",33,PUDUKKOTTAI,592,4329,3616,696,17,NA
"TAMIL NADU",33,RAMANATHAPURAM,594,2147,1939,202,6,NA
"TAMIL NADU",33,SALEM,575,45156,42725,2350,81,NA
"TAMIL NADU",33,SIVAGANGA,590,3311,3001,298,12,NA
"TAMIL NADU",33,THANJAVUR,588,5995,5461,517,17,NA
"TAMIL NADU",33,"THE NILGIRISH",578,1134,997,131,6,NA
"TAMIL NADU",33,THENI,696,4800,4455,336,9,NA
"TAMIL NADU",33,THIRUVALLUR,568,22037,17886,3964,187,NA
"TAMIL NADU",33,THIRUVARUR,587,1937,1759,172,6,NA
"TAMIL NADU",33,TIRUCHIRAPPALLI,582,9946,8861,1046,39,NA
"TAMIL NADU",33,TIRUNELVELI,589,12306,11254,1025,27,NA
"TAMIL NADU",33,TIRUPPUR,596,68808,61379,7167,262,NA
"TAMIL NADU",33,TIRUVANNAMALAI,573,6618,6077,528,13,NA
"TAMIL NADU",33,TUTICORIN,595,6449,5637,771,41,NA
"TAMIL NADU",33,VELLORE,571,17935,16051,1807,77,NA
"TAMIL NADU",33,VILLUPURAM,574,8575,7710,832,33,NA
"TAMIL NADU",33,VIRUDHUNAGAR,593,17594,15913,1585,96,NA
TELANGANA,36,ADILABAD,490,932,668,255,9,NA
TELANGANA,36,"BHADRADRI KOTHAGUDEM",700,501,366,131,4,NA
TELANGANA,36,HYDERABAD,494,20885,14689,5856,340,NA
TELANGANA,36,Jagitial,701,1048,895,151,2,NA
TELANGANA,36,JANGOAN,702,217,145,70,2,NA
TELANGANA,36,"JAYASHANKAR BHUPALAPALLY",703,313,254,59,0,NA
TELANGANA,36,"JOGULAMBA GADWAL",704,308,226,81,1,NA
TELANGANA,36,KAMAREDDY,705,363,275,84,4,NA
TELANGANA,36,KARIMNAGAR,492,5632,4288,1326,18,NA
TELANGANA,36,KHAMMAM,499,2520,1763,741,16,NA
TELANGANA,36,"KOMARAM BHEEM ASIFABAD",706,164,117,45,2,NA
TELANGANA,36,MAHABUBABAD,707,235,163,68,4,NA
TELANGANA,36,MAHABUBNAGAR,496,7029,6352,659,18,NA
TELANGANA,36,MANCHERIAL,708,505,407,93,5,NA
TELANGANA,36,MEDAK,493,2755,1308,1375,72,NA
TELANGANA,36,"MEDCHAL MALKAJGIRI",709,15738,11416,4227,95,NA
TELANGANA,36,NAGARKURNOOL,710,340,278,62,0,NA
TELANGANA,36,NALGONDA,497,4887,3598,1247,42,NA
TELANGANA,36,Nirmal,711,237,152,84,1,NA
TELANGANA,36,NIZAMABAD,491,2333,1744,573,16,NA
TELANGANA,36,PEDDAPALLI,712,1247,1070,171,6,NA
TELANGANA,36,"RAJANNA SIRCILLA",713,1702,1475,225,2,NA
TELANGANA,36,"RANGA REDDI",495,23941,16515,7230,196,NA
TELANGANA,36,SANGAREDDY,714,2253,1406,771,76,NA
TELANGANA,36,SIDDIPET,715,886,651,231,4,NA
TELANGANA,36,SURYAPET,716,851,619,225,7,NA
TELANGANA,36,VIKARABAD,717,368,298,68,2,NA
TELANGANA,36,WANAPARTHY,718,376,318,57,1,NA
TELANGANA,36,WARANGAL,498,3234,2612,611,11,NA
TELANGANA,36,"WARANGAL RURAL",721,654,480,169,5,NA
TELANGANA,36,"WARANGAL URBAN",720,3106,2299,784,23,NA
TELANGANA,36,"YADADRI BHUVANAGIRI",719,1340,1021,300,19,NA
TRIPURA,16,DHALAI,298,230,218,11,1,NA
TRIPURA,16,GOMATI,647,206,186,20,0,NA
TRIPURA,16,KHOWAI,648,255,250,5,0,NA
TRIPURA,16,"NORTH TRIPURA",299,441,393,46,2,NA
TRIPURA,16,SEPAHIJALA,649,164,146,18,0,NA
TRIPURA,16,"SOUTH TRIPURA",297,264,253,11,0,NA
TRIPURA,16,UNAKOTI,650,249,233,16,0,NA
TRIPURA,16,"WEST TRIPURA",296,1435,1261,166,8,NA
"UTTAR PRADESH",9,AGRA,161,38203,36593,1534,76,NA
"UTTAR PRADESH",9,ALIGARH,158,8397,7904,473,20,NA
"UTTAR PRADESH",9,"AMBEDAKAR NAGAR",194,2284,2159,119,6,NA
"UTTAR PRADESH",9,AMETHI,632,1051,911,135,5,NA
"UTTAR PRADESH",9,AMROHA,152,2650,2511,126,13,NA
"UTTAR PRADESH",9,AURAIYA,178,1951,1892,55,4,NA
"UTTAR PRADESH",9,AZAMGARH,207,3521,3404,115,2,NA
"UTTAR PRADESH",9,BAGHPAT,154,1879,1721,153,5,NA
"UTTAR PRADESH",9,BAHRAICH,196,9457,9284,149,24,NA
"UTTAR PRADESH",9,BALLIA,209,1729,1618,106,5,NA
"UTTAR PRADESH",9,BALRAMPUR,198,735,697,33,5,NA
"UTTAR PRADESH",9,BANDA,186,1779,1688,86,5,NA
"UTTAR PRADESH",9,BARABANKI,192,10472,10077,387,8,NA
"UTTAR PRADESH",9,BAREILLY,166,9911,9255,594,62,NA
"UTTAR PRADESH",9,BASTI,201,1691,1617,70,4,NA
"UTTAR PRADESH",9,BHADOHI,214,6336,6203,129,4,NA
"UTTAR PRADESH",9,BIJNOR,149,2309,2119,178,12,NA
"UTTAR PRADESH",9,BUDAUN,165,1428,1346,75,7,NA
"UTTAR PRADESH",9,BULANDSHAHAR,157,4599,4041,538,20,NA
"UTTAR PRADESH",9,CHANDAULI,212,3244,3009,212,23,NA
"UTTAR PRADESH",9,CHITRAKOOT,187,3554,3480,73,1,NA
"UTTAR PRADESH",9,DEORIA,206,2368,2237,127,4,NA
"UTTAR PRADESH",9,ETAH,163,1622,1540,75,7,NA
"UTTAR PRADESH",9,ETAWAH,177,4080,3941,125,14,NA
"UTTAR PRADESH",9,FAIZABAD,193,1945,1748,192,5,NA
"UTTAR PRADESH",9,FARRUKHABAD,175,2115,2030,82,3,NA
"UTTAR PRADESH",9,FATEHPUR,188,3068,2912,145,11,NA
"UTTAR PRADESH",9,FIROZABAD,162,5970,5641,298,31,NA
"UTTAR PRADESH",9,"GAUTAM BUDDHA NAGAR",156,17808,12311,5152,345,NA
"UTTAR PRADESH",9,GHAZIABAD,155,19225,15849,3247,129,NA
"UTTAR PRADESH",9,GHAZIPUR,211,4807,4692,115,0,NA
"UTTAR PRADESH",9,GONDA,199,4230,4131,96,3,NA
"UTTAR PRADESH",9,GORAKHAPUR,204,4844,4359,452,33,NA
"UTTAR PRADESH",9,HAMIRPUR,184,778,737,36,5,NA
"UTTAR PRADESH",9,HAPUR,697,3059,2418,614,27,NA
"UTTAR PRADESH",9,HARDOI,171,1965,1707,239,19,NA
"UTTAR PRADESH",9,HATHRAS,159,9279,9075,190,14,NA
"UTTAR PRADESH",9,JALAUN,181,1034,971,56,7,NA
"UTTAR PRADESH",9,JAUNPUR,210,13563,13391,160,12,NA
"UTTAR PRADESH",9,JHANSI,182,3109,2877,220,12,NA
"UTTAR PRADESH",9,KANNAUJ,176,1928,1862,60,6,NA
"UTTAR PRADESH",9,"KANPUR DEHAT",634,1502,1247,227,28,NA
"UTTAR PRADESH",9,"KANPUR NAGAR",179,21296,18936,2248,112,NA
"UTTAR PRADESH",9,KASGANJ,637,1375,1326,47,2,NA
"UTTAR PRADESH",9,KAUSHAMBI,190,733,617,114,2,NA
"UTTAR PRADESH",9,KUSHINAGAR,205,1738,1642,91,5,NA
"UTTAR PRADESH",9,"LAKHIMPUR KHERI",169,2235,2021,204,10,NA
"UTTAR PRADESH",9,LALITPUR,183,1413,1360,52,1,NA
"UTTAR PRADESH",9,LUCKNOW,173,13816,12050,1658,108,NA
"UTTAR PRADESH",9,MAHARAJGANJ,203,2734,2639,89,6,NA
"UTTAR PRADESH",9,MAHOBA,185,505,293,206,6,NA
"UTTAR PRADESH",9,MAINPURI,164,1711,1658,51,2,NA
"UTTAR PRADESH",9,MATHURA,160,19474,18743,692,39,NA
"UTTAR PRADESH",9,MAU,208,1961,1883,70,8,NA
"UTTAR PRADESH",9,MEERUT,153,21638,20317,1268,53,NA
"UTTAR PRADESH",9,MIRZAPUR,215,13270,12885,374,11,NA
"UTTAR PRADESH",9,MORADABAD,150,13630,13113,489,28,NA
"UTTAR PRADESH",9,MUZAFFARNAGAR,148,5321,4853,437,31,NA
"UTTAR PRADESH",9,PILIBHIT,167,1588,1442,138,8,NA
"UTTAR PRADESH",9,PRATAPGARH,189,2250,2145,98,7,NA
"UTTAR PRADESH",9,PRAYAGRAJ,191,25529,24622,868,39,NA
"UTTAR PRADESH",9,"RAE BARELI",174,1640,1470,158,12,NA
"UTTAR PRADESH",9,RAMPUR,151,4205,3918,273,14,NA
"UTTAR PRADESH",9,SAHARANPUR,147,8312,7801,487,24,NA
"UTTAR PRADESH",9,SAMBHAL,633,1625,1491,126,8,NA
"UTTAR PRADESH",9,"SANT KABEER NAGAR",202,2540,2468,67,5,NA
"UTTAR PRADESH",9,SHAHJAHANPUR,168,1423,1202,204,17,NA
"UTTAR PRADESH",9,SHAMLI,180,1874,1735,134,5,NA
"UTTAR PRADESH",9,SHRAVASTI,197,413,387,21,5,NA
"UTTAR PRADESH",9,SIDDHARTHNAGAR,200,3654,3620,30,4,NA
"UTTAR PRADESH",9,SITAPUR,170,3223,3081,132,10,NA
"UTTAR PRADESH",9,SONBHADRA,216,12542,12327,200,15,NA
"UTTAR PRADESH",9,SULTANPUR,195,2053,1936,107,10,NA
"UTTAR PRADESH",9,UNNAO,172,2404,2098,267,39,NA
"UTTAR PRADESH",9,VARANASI,213,14478,13560,873,45,NA
UTTARAKHAND,5,ALMORA,83,403,373,29,1,NA
UTTARAKHAND,5,BAGESHWAR,82,410,395,14,1,NA
UTTARAKHAND,5,CHAMOLI,76,379,366,12,1,NA
UTTARAKHAND,5,CHAMPAWAT,84,353,334,19,0,NA
UTTARAKHAND,5,DEHRADUN,79,3736,3124,569,43,NA
UTTARAKHAND,5,HARIDWAR,87,4606,2963,1474,169,NA
UTTARAKHAND,5,NAINITAL,85,1350,1063,269,18,NA
UTTARAKHAND,5,"PAURI GARHWAL",80,3169,3043,121,5,NA
UTTARAKHAND,5,PITHORAGARH,81,534,509,24,1,NA
UTTARAKHAND,5,"RUDRA PRAYAG",77,274,269,5,0,NA
UTTARAKHAND,5,"TEHRI GARHWAL",78,522,466,54,2,NA
UTTARAKHAND,5,"UDHAM SINGH NAGAR",86,4837,3577,1143,117,NA
UTTARAKHAND,5,UTTARKASHI,75,328,314,14,0,NA
"WEST BENGAL",19,ALIPURDUAR,638,5130,5045,76,9,NA
"WEST BENGAL",19,BANKURA,342,2632,2266,356,10,NA
"WEST BENGAL",19,BIRBHUM,337,4742,4502,229,11,NA
"WEST BENGAL",19,COOCHBEHAR,332,3790,3697,88,5,NA
"WEST BENGAL",19,"DAKSHIN DINAJPUR",334,4319,4266,47,6,NA
"WEST BENGAL",19,DARJEELING,330,1437,1129,293,15,NA
"WEST BENGAL",19,"EAST MEDINIPUR",344,3537,3187,335,15,NA
"WEST BENGAL",19,HOOGHLY,341,5748,5097,603,48,NA
"WEST BENGAL",19,HOWRAH,345,11193,9284,1812,97,NA
"WEST BENGAL",19,JALPAIGURI,331,1821,1432,367,22,NA
"WEST BENGAL",19,Jhargram,732,105,90,15,0,NA
"WEST BENGAL",19,KALIMPONG,733,40,38,2,0,NA
"WEST BENGAL",19,KOLKOTA,346,17603,13544,3745,314,NA
"WEST BENGAL",19,MALDA,335,4192,4041,147,4,NA
"WEST BENGAL",19,MURSHIDABAD,336,3016,2580,419,17,NA
"WEST BENGAL",19,NADIA,339,4322,4032,281,9,NA
"WEST BENGAL",19,"NORTH 24 PRAGANAS",340,16818,15271,1484,63,NA
"WEST BENGAL",19,"PASCHIM BARDHAMAN",734,1588,1248,322,18,NA
"WEST BENGAL",19,"PURBA BARDHAMAN",338,6053,5193,813,47,NA
"WEST BENGAL",19,PURULIA,343,2169,1930,233,6,NA
"WEST BENGAL",19,"SOUTH 24 PRAGANAS",347,18602,17572,987,43,NA
"WEST BENGAL",19,"UTTAR DINAJPUR",639,962,801,146,15,NA
"WEST BENGAL",19,"WEST MEDINIPUR",333,4674,4415,247,12,NA
"ANDAMAN AND NICOBAR ISLANDS",35,NIKOBARS,603,43,34,9,0,NA
"ANDAMAN AND NICOBAR ISLANDS",35,"NORTH AND MIDDLE ANDAMAN",698,268,255,13,0,NA
"ANDAMAN AND NICOBAR ISLANDS",35,"SOUTH ANDAMANS",602,1687,1528,155,4,NA
CHANDIGARH,4,CHANDIGARH,74,4084,3388,634,62,NA
"DADAR AND NAGAR HAVELI",26,"DADRA AND NAGAR HAVELLI",454,2566,1438,1006,122,NA
"DAMAN AND DIU",25,DAMAN,453,1921,913,918,90,NA
"DAMAN AND DIU",25,DIU,452,45,30,14,1,NA
DELHI,7,CENTRAL,112,6607,5360,1191,56,NA
DELHI,7,EAST,110,10846,9140,1628,78,NA
DELHI,7,"NEW DELHI",111,7536,5786,1638,112,NA
DELHI,7,NORTH,108,8397,6387,1949,61,NA
DELHI,7,"NORTH EAST",109,5883,5264,597,22,NA
DELHI,7,"NORTH WEST",107,18945,14995,3851,99,NA
DELHI,7,SHAHDARA,626,1891,1660,228,3,NA
DELHI,7,"SOUTH ",115,9040,7207,1730,103,NA
DELHI,7,"SOUTH EAST",627,1531,1236,280,15,NA
DELHI,7,"SOUTH WEST",114,6945,5740,1154,51,NA
DELHI,7,WEST,113,13236,10795,2355,86,NA
"JAMMU AND KASHMIR",1,ANANTNAG,36,115,84,27,4,NA
"JAMMU AND KASHMIR",1,BADGAM,34,135,87,47,1,NA
"JAMMU AND KASHMIR",1,BANDIPORA,604,25,14,11,0,NA
"JAMMU AND KASHMIR",1,BARAMULLA,32,135,101,34,0,NA
"JAMMU AND KASHMIR",1,DODA,39,21,14,7,0,NA
"JAMMU AND KASHMIR",1,GANDERBAL,605,88,76,11,1,NA
"JAMMU AND KASHMIR",1,JAMMU,43,1330,1034,280,16,NA
"JAMMU AND KASHMIR",1,KARGIL,38,23,10,13,0,NA
"JAMMU AND KASHMIR",1,KATHUA,44,259,152,95,12,NA
"JAMMU AND KASHMIR",1,KISHTWAR,606,25,17,7,1,NA
"JAMMU AND KASHMIR",1,KULGAM,607,15,12,3,0,NA
"JAMMU AND KASHMIR",1,KUPWARA,31,20,17,3,0,NA
"JAMMU AND KASHMIR",1,"LEH LADAKH",37,35,24,11,0,NA
"JAMMU AND KASHMIR",1,POONCH,41,61,57,4,0,NA
"JAMMU AND KASHMIR",1,PULWAMA,35,85,55,30,0,NA
"JAMMU AND KASHMIR",1,RAJAURI,42,68,58,9,1,NA
"JAMMU AND KASHMIR",1,RAMBAN,608,26,20,6,0,NA
"JAMMU AND KASHMIR",1,REASI,609,19,16,3,0,NA
"JAMMU AND KASHMIR",1,SAMBA,610,399,166,222,11,NA
"JAMMU AND KASHMIR",1,SHOPIAN,611,16,11,5,0,NA
"JAMMU AND KASHMIR",1,SRINAGAR,33,658,454,194,10,NA
"JAMMU AND KASHMIR",1,UDHAMPUR,40,110,57,52,1,NA
LADAKH,37,KARGIL,750,38,30,8,0,NA
LADAKH,37,"LEH LADAKH",751,33,24,9,0,NA
LAKSHADWEEP,31,"LAKSHADWEEP DISTRICT",553,58,55,3,0,NA
PUDUCHERRY,34,KARAIKAL,601,417,359,58,0,NA
PUDUCHERRY,34,MAHE,600,25,20,5,0,NA
PUDUCHERRY,34,PONDICHERRY,599,4348,3511,798,39,NA
PUDUCHERRY,34,YANAM,598,48,35,13,0,NA
